depth,upper_age,lower_age,Acalypha,Cecropia,Alchornea,Urticaceae,Quercus,Podocarpus,Hediosmum,Weinmannia,Melastomataceae,Vallea,Eugenia,Ilex,Daphnopsis,Drimys,Gaiadendron,Juglans,Myrsine,Myrtaceae,Styloceras,Symplocos,Dodoneae,Myrica,Alnus,Asteraceae tub.,Asteraceae lig.,Aceana/Polylepis,Ericaceae,Hypericum,Poaceae,Aragoa,Geranium,Valeriana,Gentiana,Plantago,Lycopodium foveolaat,Cyperaceae,Polygonum,Potamogeton,Puya,Ranunculaceae,Rumex,Satureja,Thalictrum,Typha,Hydrocotyle,Myriophyllum,Isoetes,Althenanthera,Amphistrema,Anacardiaceae,Antidaphne,Apiaceae,Araliaceae,Bombacaceae,Boraginaceae,Borreria,Bromeliaceae,Cactaceae,Calandrinia,Caryophyllaceae,Chenopodiaceae,Clethra,Clusia,Croton bogotensis,Cruciferae,Euphorbiaceae,Eriocaulaceae,Flacourtiaceae,Gunnera,Hieronima,Labiaat,Lachemilla,Leguminoseae,Loranthaceae,Lupinus,Lysipomia,Malphigiaceae,Malvaceae,Mimosaceae,Onagraceae,Palmae,Passiflora,Polygalaceae,Portulaceae,Proteaceae,Relbunium,Rosaceae,Rubiaceae,Salix,Sapium,Solanaceae,Tournefourtia-type,Viburnum,Cyatheaceae,Elaphoglossum,Hemitalia,Anthoceras,Hymnophyllum myriocarpum type,Jamesonia,Lycopodium reticulate,Lycopodium curvatum,Lophosoria,Monoleet psilaat,Monoleet verucate,Ophioglossum,Phaeceros,Pilularia,Selaginella,Sphagnum,Triletes,Fungi,Botryococcus,Pediastrum,Zygnemataceae,Lycopodia,volume,Tablets,Lycopadia/tablet,influxfactor,
300,5803.9,6576.2,0,2,0,7,83,3,2,2,7,0,0,0,0,0,0,0,1,0,0,0,0,0,17,106,0,0,0,0,14,0,0,0,0,0,0,95,0,0,0,0,5,8,2,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,12,0,0,2,0,0,0,0,0,19,3,0,0,0,0,0,0,637,470,30,0,200,1.9,2,13911,73.22,
335,6576.2,6688.0,3,1,3,25,150,5,6,0,5,0,0,0,0,0,0,5,3,0,0,0,0,3,57,50,0,2,0,0,62,0,0,0,0,0,0,32,0,8,0,0,0,1,0,0,6,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,6,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,23,564,44,0,280,1.5,2,13911,66.24,
340,6688.0,6791.1,1,0,3,9,180,3,2,0,8,0,0,0,0,0,0,5,5,1,0,0,0,4,63,10,0,0,0,0,56,0,0,0,0,0,0,25,0,2,0,0,3,3,0,2,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,15,767,13,0,138,1.5,2,13911,134.41,
345,6791.1,6890.2,0,0,2,16,163,4,5,0,4,0,0,0,1,0,0,3,1,0,0,0,0,3,50,17,0,0,0,0,45,0,1,0,0,0,0,40,1,6,0,0,1,0,1,4,7,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,14,299,23,0,713,2.0,2,13911,19.51,
350,6890.2,7070.6,4,2,4,23,125,4,7,2,15,1,0,0,0,0,0,4,3,0,0,0,0,1,59,24,0,1,0,1,28,0,0,0,0,0,0,58,1,11,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,222,565,51,0,200,1.6,2,13911,86.94,
360,7070.6,7452.4,0,0,5,35,110,3,1,1,3,0,1,0,0,0,0,3,3,0,0,0,0,1,58,8,0,0,0,0,86,0,0,0,0,0,0,21,1,10,0,1,0,0,0,3,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,12,358,74,0,106,2.5,2,13911,104.99,
380,7452.4,7548.3,5,0,4,10,151,2,11,0,5,0,0,0,0,0,0,7,5,0,0,0,0,0,43,14,0,0,0,0,60,0,0,1,1,0,0,20,0,3,0,1,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,9,0,1,1,0,1,0,0,0,19,0,0,0,0,0,0,0,13,190,19,0,390,1.5,2,13911,47.56,
385,7548.3,7643.7,2,0,2,5,147,4,11,0,5,0,0,0,0,0,0,7,4,0,0,0,3,5,45,17,0,0,0,0,57,0,0,0,0,0,0,5,0,3,0,1,1,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,8,0,0,0,0,0,0,0,0,25,3,0,0,0,0,0,0,9,265,33,0,451,2.0,2,13911,30.84,
390,7643.7,7738.5,1,0,5,12,166,5,12,0,3,0,0,0,0,0,0,4,3,0,0,0,0,6,59,13,0,0,0,0,50,0,0,0,1,0,0,10,1,1,0,0,0,0,0,9,6,0,1,0,0,0,0,5,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,0,0,14,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,7,317,21,0,402,2.0,2,13911,34.60,
395,7738.5,7830.1,1,0,9,0,134,11,4,0,6,0,0,0,0,0,0,2,1,0,0,0,2,4,35,15,0,0,0,1,33,0,0,0,0,0,0,14,0,0,1,0,0,0,0,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,2,21,0,0,1,0,0,0,0,0,35,1,0,0,0,0,0,0,23,263,2,0,988,2.0,2,13911,14.08,
400,7830.1,7915.1,3,3,0,39,117,8,12,4,4,0,0,0,0,0,0,2,4,0,1,0,1,1,40,11,0,0,0,1,46,0,0,0,0,1,0,40,0,12,0,0,0,0,0,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,12,0,0,0,0,0,0,0,0,27,4,0,0,0,0,0,0,315,482,98,0,383,1.6,2,13911,45.40,
405,7915.1,7981.8,0,1,9,19,83,6,6,0,10,0,0,0,0,0,0,1,4,0,0,0,0,2,30,11,0,2,0,0,59,0,0,0,0,0,0,21,0,8,0,0,2,4,0,6,5,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,69,321,201,0,233,2.0,2,13911,59.70,
410,7981.8,8056.1,0,0,8,8,137,6,9,3,7,0,1,0,0,0,0,2,5,0,0,0,0,3,50,24,0,0,0,0,46,0,0,0,0,0,0,28,0,7,0,0,0,3,1,9,6,5,0,0,0,0,0,3,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,4,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,50,260,239,0,277,2.0,2,13911,50.22,
415,8056.1,8130.5,0,1,3,14,72,13,14,1,4,0,0,0,0,0,0,1,8,0,0,0,0,3,29,35,0,3,0,0,30,0,0,0,0,0,0,16,0,2,0,0,0,2,0,11,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,13,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,43,76,10,0,592,2.0,2,13911,23.50,
420,8130.5,8206.2,0,0,6,7,116,17,17,1,11,0,0,0,0,0,0,2,4,0,0,0,0,3,46,48,0,0,0,1,44,0,0,0,0,0,0,65,0,10,0,0,2,0,1,24,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,9,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,80,102,94,0,341,1.5,2,13911,54.39,
425,8206.2,8281.0,2,0,6,9,94,14,8,2,8,0,0,0,1,0,0,1,7,0,0,0,1,2,48,67,0,0,0,0,63,0,0,0,0,0,0,36,0,3,0,0,0,2,2,6,12,1,1,0,0,0,1,3,0,0,0,0,0,0,0,2,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,18,0,0,0,0,0,0,1,0,28,0,0,0,0,0,0,0,65,121,65,0,477,2.0,2,13911,29.16,
430,8281.0,8355.2,3,0,4,9,104,4,14,2,4,0,0,0,0,0,0,1,3,0,0,0,1,10,60,40,0,2,0,0,77,0,0,0,0,0,0,19,2,3,1,0,2,1,1,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,1,0,3,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,443,41,0,244,2.0,2,13911,57.01,
435,8355.2,8427.9,1,1,1,15,110,7,9,2,10,0,0,1,1,0,0,2,4,0,0,0,0,4,63,48,0,0,0,0,52,0,0,0,0,0,0,28,0,5,0,0,0,5,1,1,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,10,0,0,2,0,0,0,0,0,21,3,0,0,0,0,0,0,31,265,92,0,486,2.0,2,13911,28.62,
440,8427.9,8500.9,1,1,11,15,96,4,5,0,5,0,0,0,0,0,0,3,8,0,0,0,2,13,48,49,0,1,0,0,71,0,0,0,0,0,0,20,1,4,0,1,1,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,7,0,0,14,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,50,302,186,0,638,2.0,2,13911,21.80,
445,8500.9,8576.6,0,1,9,11,111,7,9,2,5,0,0,0,0,0,0,3,4,0,0,0,0,9,85,29,0,0,0,0,33,0,0,0,0,0,0,12,2,2,0,0,1,4,0,0,9,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,10,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,17,79,0,0,371,1.5,2,13911,49.99,
450,8576.6,8644.9,2,2,6,12,81,4,4,2,0,1,1,0,0,0,0,7,2,0,0,0,1,5,47,17,0,0,0,0,21,0,0,0,0,0,0,52,0,8,0,0,3,0,1,7,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,9,1,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,190,278,114,0,260,1.7,2,13911,62.95,
455,8644.9,8714.9,3,3,7,13,77,4,10,1,13,0,1,0,0,0,0,5,2,0,0,0,0,9,85,28,0,2,0,0,71,0,1,2,0,0,0,48,1,8,0,1,3,2,1,5,12,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,1,0,1,9,0,0,2,0,0,0,0,0,25,3,0,0,0,0,0,0,7,576,476,0,335,3.0,2,13911,27.68,
460,8714.9,8788.2,2,1,9,20,77,6,5,3,12,0,1,0,0,0,0,6,1,0,0,0,0,5,106,22,2,2,1,0,56,0,0,0,0,0,0,35,0,0,0,0,0,2,0,6,6,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,10,0,0,1,0,0,0,0,0,24,2,0,0,0,0,0,0,27,304,236,0,433,2.0,2,13911,32.13,
465,8788.2,8873.1,0,0,8,23,62,3,4,2,10,0,0,0,0,0,0,3,3,0,0,0,0,13,74,23,0,4,0,0,112,0,1,0,0,0,0,21,1,6,0,0,1,0,1,5,3,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,27,693,113,0,336,2.0,2,13911,41.40,
470,8873.1,8967.3,0,0,1,13,54,2,5,2,7,0,0,0,0,0,0,2,3,0,1,0,1,10,84,16,0,0,0,0,26,0,0,0,1,0,0,9,0,2,0,0,2,0,1,3,3,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,16,247,101,0,203,1.5,2,13911,91.37,
475,8967.3,9243.2,1,0,4,32,59,6,6,2,13,0,1,0,2,0,0,3,1,0,0,0,1,9,79,16,0,1,0,0,90,0,0,0,0,0,0,30,1,3,0,0,0,1,0,2,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,17,1,1,0,0,0,0,0,10,386,336,0,246,2.0,2,13911,56.55,
485,9243.2,9535.5,4,0,4,26,91,6,8,3,2,1,1,0,0,0,0,7,7,0,2,0,1,3,101,19,0,1,1,0,98,0,0,0,0,0,0,31,2,1,0,0,1,0,0,5,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,1,11,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,6,336,504,0,262,2.0,2,13911,53.10,
490,9535.5,10079.7,0,1,3,0,65,8,4,3,25,0,0,0,2,0,0,6,4,0,0,0,3,9,82,17,0,3,0,0,113,0,0,0,1,0,0,17,0,4,0,0,0,0,0,2,10,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,9,0,0,1,0,1,0,0,0,12,2,0,0,0,0,0,0,8,634,234,0,143,2.0,2,13911,97.28,
495,10079.7,12136.2,1,1,5,19,79,17,10,2,11,0,1,0,0,0,0,4,4,0,2,0,2,4,52,32,0,1,0,3,64,0,0,0,2,0,0,77,0,6,2,0,1,1,0,5,7,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,7,0,0,26,0,0,1,0,0,0,0,0,37,7,0,0,0,0,0,0,27,172,215,0,527,1.5,2,13911,35.20,
