Site_Name;Region;Latitude;Longitude;C14_date;Error;Lab_Number;Material_Dated;Full Reference;;;;;;;;;;;;;;;;;;
Panam Km;C. Andes;-16,333333;-73;9334;159;PaBO-19;shell;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;;;;;;;;;;;;;;;;;;
Panam Km;C. Andes;-16,333333;-73;9327;35;PaBO-78;shell;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;;;;;;;;;;;;;;;;;;
Las Higueras (18b-IX-5a);C. Andes;-16,238889;-71,5825;9310;120;Ny-381;shell;Coppens, R., Guillet, B., Jaegy, R., & Richard, P. (1979). Nancy natural radiocarbon measurements V. Radiocarbon, 21, 453-464.;;;;;;;;;;;;;;;;;;
PC-500;C. Andes;-16,47;-72,95;9266;160;BGS-2541;shell;McInnis, H. E. (2006). Middle Holocene culture and climate on the South Coast of Peru: archaeological investigation of the Pampa Colorada. PhD thesis. University of Oregon, 756 pages.;;;;;;;;;;;;;;;;;;
Capelinha;C/E Bra;-24,846783;-48,239683;9250;50;Beta 189331;shell;Bueno, L., Dias, A. S., & Steele, J. (2013). The Late Pleistocene/Early Holocene archaeological record in Brazil: a geo-referenced database. Quaternary International, 301, 74-93.;;;;;;;;;;;;;;;;;;
Panam Km;C. Andes;-16,333333;-73;9245;35;PaBO-80;shell;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;;;;;;;;;;;;;;;;;;
Quebrada Jaguay 16;C. Andes;-16,5;-72,633;9200;115;BGS-1967;shell;Sandweiss, D. H., McInnis, H., Burger, R. L., Cano, A., Ojeda, B., del Carmen Paredes, R., Sandweiss, M., & Glascock, M. D. (1998). Quebrada jaguay: early South American maritime adaptations. Science, 281, 1830-1832.;;;;;;;;;;;;;;;;;;
La Chimba 13;S. Andes;-23,473323;-70,389404;9163;140;UQ-2157;shell;Llagostera, A., Weisner, R., Castillo, G., Cervellino, M., & Costa-Junquiera, M. (2000). El complejo Huentelauquen bajo una perspectiva macroespacial y multidisciplinaria. Contribuciones Arqueologicas Museo Regional de Atacama, 5, 461-480.;;;;;;;;;;;;;;;;;;
Panam Km;C. Andes;-16,333333;-73;9129;156;PaBO-45;shell;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;;;;;;;;;;;;;;;;;;
Huentelauquen 2;S. Andes;-31,658057;-71,477051;9110;60;Beta-113379;shell;Llagostera, A., Weisner, R., Castillo, G., Cervellino, M., & Costa-Junquiera, M. (2000). El complejo Huentelauquen bajo una perspectiva macroespacial y multidisciplinaria. Contribuciones Arqueologicas Museo Regional de Atacama, 5, 461-480.;;;;;;;;;;;;;;;;;;
La Chimba 13;S. Andes;-23,473323;-70,389404;9088;120;UQ-2156;shell;Llagostera, A., Weisner, R., Castillo, G., Cervellino, M., & Costa-Junquiera, M. (2000). El complejo Huentelauquen bajo una perspectiva macroespacial y multidisciplinaria. Contribuciones Arqueologicas Museo Regional de Atacama, 5, 461-480.;;;;;;;;;;;;;;;;;;
Quebrada Tacahuay;C. Andes;-17,8;-71,1;9065;50;Pa-1937;shell;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;;;;;;;;;;;;;;;;;;
Batatal I;C/E Bra;-24,904677;-48,120687;9050;100;Beta 189329;shell;Figuti, L., Plens, C., & DeBlasis, P. (2013). Small sambaquis and big chronologies: shellmound building and hunter-gatherers in Neotropical Highlands. Radiocarbon, 55, 1215-1221.;;;;;;;;;;;;;;;;;;
Quebrada Jaguay 37;C. Andes;-16,5;-72,633;9039;110;BGS-2020;shell;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;;;;;;;;;;;;;;;;;;
Ogse 80;N. Andes;-2,276565;-80,818195;8920;120;Tx-4460;shell;Stothert, K. E., Piperno, D. R., & Andres, T. C. (2003). Terminal Pleistocene/Early Holocene human adaptation in coastal Ecuador: the Las Vegas evidence. Quaternary International, 109-110, 23-43.;;;;;;;;;;;;;;;;;;
PC-498;C. Andes;-16,46;-72,95;8920;135;Beta-197081;shell;McInnis, H. E. (2006). Middle Holocene culture and climate on the South Coast of Peru: archaeological investigation of the Pampa Colorada. PhD thesis. University of Oregon, 756 pages.;;;;;;;;;;;;;;;;;;
Huentelauquen 2;S. Andes;-31,658057;-71,477051;8890;50;Beta-113377;shell;Llagostera, A., Weisner, R., Castillo, G., Cervellino, M., & Costa-Junquiera, M. (2000). El complejo Huentelauquen bajo una perspectiva macroespacial y multidisciplinaria. Contribuciones Arqueologicas Museo Regional de Atacama, 5, 461-480.;;;;;;;;;;;;;;;;;;
Quebrada de los Burros;C. Andes;-18,016667;-70,833333;8890;70;Gif-10406;shell;Lavallée, D., Julien, M., Béarez, P., Usselmann, P., Fontugne, M., & Bolanos, A. (1999). Pescadores-recolectores arcaicos del extremo sur peruano. Excavaciones en La Quebrada de los burros (Tacna, Perú). Primeros resultados 1995-1997. Bulletin de l'Institut français d'études andines, 28(1).;;;;;;;;;;;;;;;;;;
PC-498;C. Andes;-16,46;-72,95;8888;138;BGS-2539;shell;McInnis, H. E. (2006). Middle Holocene culture and climate on the South Coast of Peru: archaeological investigation of the Pampa Colorada. PhD thesis. University of Oregon, 756 pages.;;;;;;;;;;;;;;;;;;
Quebrada de los Burros;C. Andes;-18,016667;-70,833333;8860;130;Gif-10400;shell;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;;;;;;;;;;;;;;;;;;
PC-498;C. Andes;-16,46;-72,95;8847;122;BGS-2538;shell;McInnis, H. E. (2006). Middle Holocene culture and climate on the South Coast of Peru: archaeological investigation of the Pampa Colorada. PhD thesis. University of Oregon, 756 pages.;;;;;;;;;;;;;;;;;;
Pampa de Fosiles 13 (PV-22-13);C. Andes;-7,567;-79,333;8810;160;Gif-4165;shell;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;;;;;;;;;;;;;;;;;;
Huentelauquen 2;S. Andes;-31,658057;-71,477051;8800;60;Beta-113376;shell;Llagostera, A., Weisner, R., Castillo, G., Cervellino, M., & Costa-Junquiera, M. (2000). El complejo Huentelauquen bajo una perspectiva macroespacial y multidisciplinaria. Contribuciones Arqueologicas Museo Regional de Atacama, 5, 461-480.;;;;;;;;;;;;;;;;;;
PC-500;C. Andes;-16,47;-72,95;8800;128;Beta-197079;shell;McInnis, H. E. (2006). Middle Holocene culture and climate on the South Coast of Peru: archaeological investigation of the Pampa Colorada. PhD thesis. University of Oregon, 756 pages.;;;;;;;;;;;;;;;;;;
Punta Curamilla-1;S. Andes;-33,1;-71,733333;8790;110;Beta-22886;shell;Jerardino, A., Castilla, J. C., Ramirez, J. M., & Hermosilla, N. (1992). Early coastal subsistence patterns in Central Chile: a systematic study of the marine-invertebrate fauna from the site of Curaumilla-1. Latin American Antiquity, 3, 43-62.;;;;;;;;;;;;;;;;;;
Quebrada de los Burros;C. Andes;-18,016667;-70,833333;8780;70;Gif-10401;shell;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;;;;;;;;;;;;;;;;;;
PC-339;C. Andes;-16,51;-72,96;8762;135;BGS-2537;shell;McInnis, H. E. (2006). Middle Holocene culture and climate on the South Coast of Peru: archaeological investigation of the Pampa Colorada. PhD thesis. University of Oregon, 756 pages.;;;;;;;;;;;;;;;;;;
Quebrada Jaguay 43A;C. Andes;-16,500;-72,633;8757;110;BGS-2021;shell;Sandweiss, D. H., McInnis, H., Burger, R. L., Cano, A., Ojeda, B., del Carmen Paredes, R., Sandweiss, M., & Glascock, M. D. (1998). Quebrada jaguay: early South American maritime adaptations. Science, 281, 1830-1832.;;;;;;;;;;;;;;;;;;
Ring Site;C. Andes;-17,693119;-71,351753;8755;120;SI-6931;shell;Sandweiss, D. H., McInnis, H., Burger, R. L., Cano, A., Ojeda, B., del Carmen Paredes, R., Sandweiss, M., & Glascock, M. D. (1998). Quebrada jaguay: early South American maritime adaptations. Science, 281, 1830-1832.;;;;;;;;;;;;;;;;;;
Playa Chira (PV-85-1);C. Andes;-16,519444;-72,906944;8730;115;BGS-1961;shell;Sandweiss, D. H., McInnis, H., Burger, R. L., Cano, A., Ojeda, B., del Carmen Paredes, R., Sandweiss, M., & Glascock, M. D. (1998). Quebrada jaguay: early South American maritime adaptations. Science, 281, 1830-1832.;;;;;;;;;;;;;;;;;;
Huentelauquen 2;S. Andes;-31,658057;-71,477051;8720;60;Beta-113378;shell;Llagostera, A., Weisner, R., Castillo, G., Cervellino, M., & Costa-Junquiera, M. (2000). El complejo Huentelauquen bajo una perspectiva macroespacial y multidisciplinaria. Contribuciones Arqueologicas Museo Regional de Atacama, 5, 461-480.;;;;;;;;;;;;;;;;;;
Paso de las Conchas;S. Andes;-33,957228;-71,836056;8700;130;Beta-67195;shell;Wiesner, R., & Tagle, B. (1996). Paso de las Conchas. Nuevas evidencias acerca del poblamiento costero arcaico de la VI Region. Hombre y Desierto. Actas del XIII Congreso Nacional de Arqueologia Chilena, Tomo II, 337-350.;;;;;;;;;;;;;;;;;;
N llo;C. Andes;-17,316667;-71,433333;8687;77;PaBO-15;shell;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;;;;;;;;;;;;;;;;;;
N llo;C. Andes;-17,316667;-71,433333;8664;116;PaBO-58;shell;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;;;;;;;;;;;;;;;;;;
Punta Penitente;S. Andes;-32,111755;-71,514586;8620;70;Beta-135321;shell;Mendez, C., Gil, A., Neme, G., Delaunay, A. N., Cortegoso, V., Huidobro, C. Duran, V., & Maldonado, A. (2015). Mid Holocene radiocarbon ages in the Subtropical Andres (~29-35 S), climatic change and implications for human space organization. Quaternary International, 356, 15-26.;;;;;;;;;;;;;;;;;;
Paso de las Conchas;S. Andes;-33,957228;-71,836056;8610;80;Beta-67196;shell;Wiesner, R., & Tagle, B. (1996). Paso de las Conchas. Nuevas evidencias acerca del poblamiento costero arcaico de la VI Region. Hombre y Desierto. Actas del XIII Congreso Nacional de Arqueologia Chilena, Tomo II, 337-350.;;;;;;;;;;;;;;;;;;
Ogse 78;N. Andes;-2,276565;-80,818195;8600;100;TX-3375;shell;Stothert, K & Sánchez, A. (2011). Culturas del Plistoceno final y el Holoceno temprano en el Ecuador.  Boletín de Arqueología PUCP 15:81-119.;;;;;;;;;;;;;;;;;;
Ogse 80;N. Andes;-2,276565;-80,818195;8600;200;L-1042A;shell;Stothert, K. E., Piperno, D. R., & Andres, T. C. (2003). Terminal Pleistocene/Early Holocene human adaptation in coastal Ecuador: the Las Vegas evidence. Quaternary International, 109-110, 23-43.;;;;;;;;;;;;;;;;;;
Capelinha;C/E Bra;-24,846783;-48,239683;8500;70;A-11236;shell;Eggers, S., Parks, M., Grupe, G., & Reinhard, K. J. (2011). Paleoamerican diet, migration, and morphology in Brazil: archaeological complexity of the earliest Americans. PLOS One,     DOI: 10.1371/journal.pone.0023962.;;;;;;;;;;;;;;;;;;
Quebrada de los Burros;C. Andes;-18,016667;-70,833333;8430;90;Gif-10405;shell;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;;;;;;;;;;;;;;;;;;
PC-339;C. Andes;-16,51;-72,96;8428;114;AA62074;shell;McInnis, H. E. (2006). Middle Holocene culture and climate on the South Coast of Peru: archaeological investigation of the Pampa Colorada. PhD thesis. University of Oregon, 756 pages.;;;;;;;;;;;;;;;;;;
N llo;C. Andes;-17,316667;-71,433333;8385;82;PaBO-13;shell;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;;;;;;;;;;;;;;;;;;
PC-358;C. Andes;-16,5;-72,97;8354;128;BGS-2542;shell;McInnis, H. E. (2006). Middle Holocene culture and climate on the South Coast of Peru: archaeological investigation of the Pampa Colorada. PhD thesis. University of Oregon, 756 pages.;;;;;;;;;;;;;;;;;;
PC-343;C. Andes;-16,49;-72,95;8300;122;Beta-197076;shell;McInnis, H. E. (2006). Middle Holocene culture and climate on the South Coast of Peru: archaeological investigation of the Pampa Colorada. PhD thesis. University of Oregon, 756 pages.;;;;;;;;;;;;;;;;;;
Quebrada Tacahuay;C. Andes;-17,8;-71,1;8293;60;Pa-1943;shell;Ortlieb, L., Vargas, G., Saliege, J. F. (2011). Marine radiocarbon reservoir effect along the northern Chile-southern Peru coast (14-24S) throughout the Holocene. Quaternary Research, 75, 91-103.;;;;;;;;;;;;;;;;;;
Miraflores;C. Andes;-17,512367;-71,362696;8292;44;PaBO-77;shell;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;;;;;;;;;;;;;;;;;;
PC-343;C. Andes;-16,49;-72,95;8280;128;Beta-197077;shell;McInnis, H. E. (2006). Middle Holocene culture and climate on the South Coast of Peru: archaeological investigation of the Pampa Colorada. PhD thesis. University of Oregon, 756 pages.;;;;;;;;;;;;;;;;;;
Panam Km;C. Andes;-16,333333;-73;8255;88;PaBO-24;shell;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;;;;;;;;;;;;;;;;;;
Panam Km;C. Andes;-16,333333;-73;8184;84;PaBO-25;shell;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;;;;;;;;;;;;;;;;;;
Ogse 80;N. Andes;-2,276565;-80,818195;8170;70;TX-3315;shell;Stothert, K. E., Piperno, D. R., & Andres, T. C. (2003). Terminal Pleistocene/Early Holocene human adaptation in coastal Ecuador: the Las Vegas evidence. Quaternary International, 109-110, 23-43.;;;;;;;;;;;;;;;;;;
LV 531;S. Andes;-32,107777;-71,513533;8125;30;CAMS 144653;shell;Ballaster, B., Jackson, D., Carre, M., Maldonado, A., Mendez, C., & Seguel, R. (2012). An early Holocene task camp (~8.5 kacal BP) on the coast of the semi-arid north of Chile. Antiquity, 86, 88-98.;;;;;;;;;;;;;;;;;;
Amotape PV8-13;C. Andes;-4,738;-81,191;8125;80;SI-1414;shell;Richardson III, J. B. (1978). Early man on the Peruvian north coast, early maritime explotation and Pleistocene and Holocene environment. In: Early man in America from a Circum-Pacific perspective. (Eds. Bryan, A. L.). Occassional Papers No. 1, Department of Anthropology, University of Alberta, pp 274-289.;;;;;;;;;;;;;;;;;;
Ogse 38b;N. Andes;-2,276565;-80,818195;8100;130;TX-3773;shell;Stothert, K & Sánchez, A. (2011). Culturas del Plistoceno final y el Holoceno temprano en el Ecuador.  Boletín de Arqueología PUCP 15:81-119.;;;;;;;;;;;;;;;;;;
Quebrada de los Burros;C. Andes;-18,016667;-70,833333;8020;65;Gif-10402;shell;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;;;;;;;;;;;;;;;;;;
Camboinhas (Itaipu/RJ);C/E Bra;-22,958822;-43,04765;7958;224;SCPA/USP-207;shell;Kneip, L. M., Pallestrini, L., & Cunha, F. L. S. (1981). Pesquisas arqueologicas no litoral de Itaipu, Niteroi, RJ. Editora Grafica Luna.;;;;;;;;;;;;;;;;;;
El Chivato 110;S. Andes;-32,197117;-71,478699;7920;60;Beta-70399;shell;Avalos, H., Arenas, A., Gaete, N., Ladron de Guevara, G., Tapia, A., Razeto, J., & Dinamarca, J. (1996). Informe final proyecto FNDR-Petorca N 20085768-0. 4 volumes.;;;;;;;;;;;;;;;;;;
SM3;Trop. Lowlands;-14,727075;-64,67637;7860;50;Poz-38865;shell;Lombardo, U., Szabo, K., Capriles, J. M., May, J-H., Amelung, W., Hutterer, R., Lehndorff, E., Plotzki, A., & Veit, H. (2013). Early and MIddle Holocene hunter-gatherer occupations in Western Amazonia: the hidden shell middens. PLOS One, DOI: 10.1371/journal.pone.0072746;;;;;;;;;;;;;;;;;;
Amotape PV8-13;C. Andes;-4,738;-81,191;7840;90;SI-1417;shell;Richardson III, J. B. (1978). Early man on the Peruvian north coast, early maritime explotation and Pleistocene and Holocene environment. In: Early man in America from a Circum-Pacific perspective. (Eds. Bryan, A. L.). Occassional Papers No. 1, Department of Anthropology, University of Alberta, pp 274-289.;;;;;;;;;;;;;;;;;;
Ring Site;C. Andes;-17,693119;-71,351753;7810;105;SI-6930;shell;Sandweiss, D. H., McInnis, H., Burger, R. L., Cano, A., Ojeda, B., del Carmen Paredes, R., Sandweiss, M., & Glascock, M. D. (1998). Quebrada jaguay: early South American maritime adaptations. Science, 281, 1830-1832.;;;;;;;;;;;;;;;;;;
