upper_age,lower_age,depth (cm),LOI 375,EM1,EM2,EM3,EM4
158741.3442,158782.0774,3272,0.399,0.000,0.234,0.000,0.367
158782.0774,158822.8106,3273,0.289,0.025,0.313,0.139,0.234
158822.8106,158863.5438,3274,0.350,0.018,0.271,0.044,0.316
158863.5438,158904.277,3275,0.304,0.009,0.250,0.000,0.437
158904.277,158945.0102,3276,0.247,0.000,0.282,0.112,0.359
158945.0102,158985.7434,3277,0.136,0.000,0.097,0.187,0.580
158985.7434,159026.4766,3278,0.080,0.000,0.009,0.300,0.610
159026.4766,159067.2098,3279,0.071,0.000,0.143,0.246,0.539
159067.2098,159107.943,3280,0.072,0.000,0.178,0.167,0.582
159107.943,159148.6762,3281,0.064,0.000,0.215,0.089,0.631
159148.6762,159189.4094,3282,0.058,0.000,0.189,0.132,0.621
159189.4094,159230.1426,3283,0.059,0.000,0.187,0.133,0.621
159230.1426,159270.8758,3284,0.076,0.000,0.107,0.143,0.673
159270.8758,159311.609,3285,0.083,0.000,0.129,0.117,0.671
159311.609,159352.3422,3286,0.072,0.000,0.099,0.207,0.622
159352.3422,159393.0754,3287,0.074,0.000,0.019,0.281,0.626
159393.0754,159433.8086,3288,0.086,0.000,0.049,0.194,0.670
159433.8086,159474.5418,3289,0.077,0.000,0.042,0.212,0.669
159474.5418,159515.2749,3290,0.070,0.000,0.100,0.161,0.669
159515.2749,159556.0081,3291,0.070,0.000,0.112,0.139,0.679
159556.0081,159596.7413,3292,0.072,0.000,0.113,0.142,0.674
159596.7413,159637.4745,3293,0.084,0.000,0.051,0.224,0.641
159637.4745,159678.2077,3294,0.083,0.000,0.082,0.177,0.658
159678.2077,159718.9409,3295,0.075,0.000,0.040,0.208,0.677
159718.9409,159759.6741,3296,0.075,0.000,0.072,0.176,0.677
159759.6741,159800.4073,3297,0.097,0.000,0.093,0.098,0.711
159800.4073,159841.1405,3298,0.090,0.000,0.064,0.105,0.741
159841.1405,159881.8737,3299,0.121,0.000,0.115,0.037,0.726
159881.8737,159922.6069,3300,0.139,0.000,0.072,0.056,0.733
159922.6069,159963.3401,3301,0.141,0.000,0.087,0.041,0.732
159963.3401,160004.0733,3302,0.120,0.000,0.032,0.077,0.771
160004.0733,160044.8065,3303,0.137,0.000,0.071,0.068,0.724
160044.8065,160085.5397,3304,0.149,0.000,0.031,0.111,0.710
160085.5397,160126.2729,3305,0.149,0.008,0.024,0.192,0.627
160126.2729,160167.0061,3306,0.143,0.000,0.040,0.121,0.696
160167.0061,160207.7393,3307,0.278,0.000,0.000,0.117,0.605
160207.7393,160248.4725,3308,0.280,0.000,0.000,0.152,0.568
160248.4725,160289.2057,3309,0.331,0.000,0.023,0.122,0.524
160289.2057,160329.9389,3310,0.381,0.000,0.043,0.095,0.480
160329.9389,160370.6721,3311,0.330,0.000,0.070,0.084,0.516
160370.6721,160411.4053,3312,0.151,0.000,0.112,0.214,0.523
160411.4053,160452.1385,3313,0.127,0.000,0.044,0.334,0.495
160452.1385,160492.8717,3314,0.141,0.001,0.009,0.387,0.463
160492.8717,160533.6049,3315,0.108,0.000,0.019,0.385,0.488
160533.6049,160574.3381,3316,0.112,0.000,0.039,0.366,0.483
160574.3381,160615.0713,3317,0.103,0.000,0.048,0.355,0.494
160615.0713,161592.668,3318,0.160,0.000,0.066,0.264,0.509
161592.668,161633.4012,3342,0.125,0.000,0.345,0.135,0.394
161633.4012,161674.1344,3343,0.087,0.000,0.441,0.156,0.316
161674.1344,161714.8676,3344,0.117,0.000,0.355,0.297,0.231
161714.8676,161755.6008,3345,0.132,0.000,0.287,0.581,0.000
161755.6008,161796.334,3346,0.103,0.000,0.395,0.175,0.327
161796.334,161837.0672,3347,0.114,0.000,0.246,0.275,0.365
161837.0672,161877.8004,3348,0.101,0.000,0.138,0.761,0.000
161877.8004,161918.5336,3349,0.146,0.000,0.222,0.632,0.000
161918.5336,161959.2668,3350,0.056,0.000,0.214,0.220,0.510
161959.2668,162000,3351,0.138,0.000,0.117,0.170,0.575
162000,162048.7239,3352,0.100,0.000,0.126,0.067,0.707
162048.7239,162097.4478,3353,0.107,0.000,0.074,0.136,0.684
162097.4478,162146.1717,3354,0.114,0.000,0.203,0.000,0.684
162146.1717,162194.8956,3355,0.112,0.000,0.235,0.000,0.652
162194.8956,162243.6195,3356,0.117,0.000,0.204,0.000,0.678
162243.6195,162292.3434,3357,0.118,0.005,0.292,0.000,0.584
162292.3434,162341.0673,3358,0.122,0.000,0.230,0.009,0.639
162341.0673,162389.7912,3359,0.118,0.000,0.059,0.184,0.639
162389.7912,162438.5151,3360,0.102,0.000,0.130,0.150,0.618
162438.5151,162487.239,3361,0.092,0.000,0.058,0.227,0.623
162487.239,162535.9629,3362,0.086,0.000,0.054,0.233,0.627
162535.9629,162584.6868,3363,0.094,0.000,0.168,0.108,0.631
162584.6868,162633.4107,3364,0.098,0.000,0.085,0.207,0.610
162633.4107,162682.1346,3365,0.098,0.000,0.089,0.229,0.585
162682.1346,162730.8585,3366,0.101,0.000,0.045,0.265,0.588
162730.8585,162779.5824,3367,0.096,0.000,0.074,0.220,0.610
162779.5824,162828.3063,3368,0.085,0.000,0.063,0.225,0.627
162828.3063,162877.0302,3369,0.098,0.000,0.051,0.225,0.625
162877.0302,162925.7541,3370,0.101,0.000,0.089,0.199,0.612
162925.7541,162974.478,3371,0.090,0.000,0.069,0.185,0.656
162974.478,163023.2019,3372,0.091,0.000,0.084,0.198,0.627
163023.2019,163071.9258,3373,0.093,0.000,0.034,0.250,0.623
163071.9258,163120.6497,3374,0.095,0.000,0.100,0.193,0.611
163120.6497,163169.3735,3375,0.101,0.000,0.101,0.151,0.647
163169.3735,163218.0974,3376,0.093,0.000,0.053,0.221,0.633
163218.0974,163266.8213,3377,0.094,0.000,0.037,0.262,0.606
163266.8213,163315.5452,3378,0.094,0.000,0.081,0.202,0.622
163315.5452,163364.2691,3379,0.094,0.000,0.089,0.216,0.601
163364.2691,163412.993,3380,0.093,0.000,0.000,0.224,0.682
163412.993,163461.7169,3381,0.096,0.000,0.000,0.194,0.709
163461.7169,163510.4408,3382,0.093,0.000,0.000,0.245,0.662
163510.4408,163559.1647,3383,0.077,0.000,0.002,0.260,0.662
163559.1647,163607.8886,3384,0.083,0.000,0.007,0.256,0.654
163607.8886,163656.6125,3385,0.087,0.000,0.021,0.248,0.644
163656.6125,163705.3364,3386,0.073,0.000,0.010,0.269,0.648
163705.3364,163754.0603,3387,0.077,0.000,0.000,0.284,0.638
163754.0603,163802.7842,3388,0.063,0.000,0.000,0.286,0.651
163802.7842,163851.5081,3389,0.064,0.000,0.002,0.272,0.662
163851.5081,163900.232,3390,0.065,0.000,0.000,0.284,0.651
163900.232,163948.9559,3391,0.063,0.000,0.024,0.265,0.648
163948.9559,163997.6798,3392,0.070,0.000,0.000,0.264,0.666
163997.6798,164046.4037,3393,0.073,0.000,0.002,0.317,0.609
164046.4037,164095.1276,3394,0.072,0.000,0.000,0.286,0.642
164095.1276,164143.8515,3395,0.073,0.000,0.000,0.302,0.625
164143.8515,164192.5754,3396,0.068,0.000,0.002,0.318,0.612
164192.5754,164241.2993,3397,0.064,0.000,0.000,0.277,0.659
164241.2993,164290.0232,3398,0.069,0.000,0.000,0.287,0.644
164290.0232,164338.7471,3399,0.074,0.000,0.000,0.308,0.618
164338.7471,164387.471,3400,0.076,0.000,0.001,0.318,0.605
164387.471,164436.1949,3401,0.082,0.000,0.002,0.325,0.591
164436.1949,164484.9188,3402,0.081,0.000,0.004,0.321,0.594
164484.9188,164533.6427,3403,0.081,0.000,0.000,0.263,0.656
164533.6427,164582.3666,3404,0.091,0.000,0.000,0.284,0.625
164582.3666,164631.0905,3405,0.088,0.000,0.002,0.317,0.594
164631.0905,164679.8144,3406,0.085,0.000,0.020,0.303,0.592
164679.8144,164728.5383,3407,0.089,0.000,0.044,0.371,0.496
164728.5383,164777.2622,3408,0.084,0.000,0.049,0.354,0.514
164777.2622,164825.9861,3409,0.082,0.000,0.037,0.389,0.492
164825.9861,164874.71,3410,0.089,0.000,0.076,0.322,0.513
164874.71,164923.4339,3411,0.084,0.000,0.062,0.338,0.515
164923.4339,164972.1578,3412,0.080,0.000,0.081,0.324,0.515
164972.1578,165020.8817,3413,0.078,0.000,0.159,0.245,0.518
165020.8817,165069.6056,3414,0.083,0.000,0.075,0.358,0.484
165069.6056,165118.3295,3415,0.082,0.000,0.058,0.368,0.492
165118.3295,165167.0534,3416,0.017,0.000,0.091,0.393,0.499
165167.0534,165215.7773,3417,0.034,0.000,0.128,0.295,0.543
165215.7773,165264.5012,3418,0.045,0.000,0.034,0.391,0.529
165264.5012,165313.2251,3419,0.052,0.000,0.029,0.428,0.490
165313.2251,165361.949,3420,0.036,0.004,0.012,0.489,0.459
165361.949,165410.6729,3421,0.020,0.000,0.064,0.364,0.552
165410.6729,165459.3968,3422,0.009,0.000,0.115,0.306,0.570
165459.3968,165508.1206,3423,0.014,0.000,0.060,0.355,0.571
165508.1206,165556.8445,3424,0.032,0.000,0.079,0.308,0.582
165556.8445,165605.5684,3425,0.034,0.000,0.071,0.324,0.572
165605.5684,165654.2923,3426,0.036,0.000,0.069,0.355,0.540
165654.2923,165703.0162,3427,0.005,0.000,0.101,0.351,0.543
165703.0162,165751.7401,3428,0.008,0.000,0.097,0.425,0.469
165751.7401,165800.464,3429,0.014,0.000,0.136,0.380,0.470
165800.464,165849.1879,3430,0.020,0.000,0.083,0.445,0.452
165849.1879,165897.9118,3431,0.022,0.000,0.020,0.538,0.420
165897.9118,165946.6357,3432,0.030,0.000,0.103,0.388,0.478
165946.6357,165995.3596,3433,0.032,0.000,0.177,0.313,0.479
165995.3596,166044.0835,3434,0.009,0.007,0.035,0.515,0.435
166044.0835,166092.8074,3435,0.015,0.000,0.113,0.414,0.458
166092.8074,166141.5313,3436,0.031,0.000,0.108,0.403,0.458
166141.5313,166190.2552,3437,0.038,0.004,0.097,0.454,0.407
166190.2552,166774.942,3438,0.045,0.000,0.152,0.334,0.469
166774.942,166823.6659,3450,0.031,0.000,0.616,0.000,0.353
166823.6659,166872.3898,3451,0.029,0.000,0.521,0.450,0.000
166872.3898,166921.1137,3452,0.035,0.000,0.515,0.450,0.000
166921.1137,166969.8376,3453,0.029,0.000,0.518,0.453,0.000
166969.8376,167018.5615,3454,0.026,0.000,0.644,0.000,0.330
167018.5615,167067.2854,3455,0.026,0.000,0.632,0.000,0.342
167067.2854,167116.0093,3456,0.032,0.000,0.616,0.000,0.352
167116.0093,167164.7332,3457,0.027,0.000,0.471,0.501,0.000
167164.7332,167213.4571,3458,0.025,0.000,0.636,0.000,0.339
167213.4571,167262.181,3459,0.024,0.000,0.626,0.000,0.349
167262.181,167310.9049,3460,0.025,0.000,0.603,0.000,0.371
167310.9049,167359.6288,3461,0.027,0.000,0.573,0.000,0.400
167359.6288,167408.3527,3462,0.029,0.000,0.603,0.000,0.367
167408.3527,167457.0766,3463,0.030,0.000,0.426,0.544,0.000
167457.0766,167505.8005,3464,0.028,0.000,0.598,0.000,0.374
167505.8005,167554.5244,3465,0.030,0.000,0.549,0.000,0.421
167554.5244,167603.2483,3466,0.034,0.035,0.299,0.632,0.000
167603.2483,167651.9722,3467,0.030,0.000,0.499,0.000,0.471
167651.9722,167700.6961,3468,0.028,0.048,0.467,0.457,0.000
167700.6961,167749.42,3469,0.025,0.035,0.557,0.000,0.382
167749.42,167798.1439,3470,0.027,0.000,0.520,0.000,0.453
167798.1439,167846.8677,3471,0.027,0.000,0.576,0.000,0.398
167846.8677,167895.5916,3472,0.026,0.000,0.569,0.000,0.405
167895.5916,167944.3155,3473,0.027,0.000,0.213,0.308,0.452
167944.3155,167993.0394,3474,0.029,0.000,0.433,0.085,0.453
167993.0394,168041.7633,3475,0.026,0.000,0.575,0.000,0.399
168041.7633,168090.4872,3476,0.027,0.000,0.542,0.000,0.431
168090.4872,168139.2111,3477,0.027,0.000,0.333,0.640,0.000
168139.2111,168187.935,3478,0.030,0.000,0.101,0.869,0.000
168187.935,168236.6589,3479,0.030,0.000,0.290,0.680,0.000
168236.6589,168285.3828,3480,0.023,0.000,0.164,0.299,0.513
168285.3828,168334.1067,3481,0.019,0.000,0.034,0.543,0.404
168334.1067,168382.8306,3482,0.019,0.000,0.000,0.526,0.455
168382.8306,168431.5545,3483,0.018,0.000,0.000,0.516,0.466
168431.5545,168480.2784,3484,0.019,0.000,0.068,0.574,0.339
168480.2784,168529.0023,3485,0.022,0.000,0.059,0.584,0.334
168529.0023,168577.7262,3486,0.021,0.000,0.000,0.617,0.362
168577.7262,168626.4501,3487,0.022,0.000,0.084,0.538,0.356
168626.4501,168675.174,3488,0.023,0.001,0.027,0.628,0.320
168675.174,168723.8979,3489,0.023,0.000,0.085,0.514,0.378
168723.8979,168772.6218,3490,0.024,0.000,0.097,0.508,0.371
168772.6218,168821.3457,3491,0.024,0.000,0.109,0.552,0.315
168821.3457,168870.0696,3492,0.027,0.000,0.165,0.489,0.319
168870.0696,168918.7935,3493,0.027,0.000,0.154,0.513,0.306
168918.7935,168967.5174,3494,0.031,0.000,0.125,0.517,0.327
168967.5174,169016.2413,3495,0.030,0.011,0.073,0.616,0.269
169016.2413,169064.9652,3496,0.035,0.044,0.176,0.745,0.000
169064.9652,169113.6891,3497,0.038,0.000,0.113,0.470,0.380
169113.6891,169162.413,3498,0.049,0.000,0.114,0.430,0.407
169162.413,169211.1369,3499,0.059,0.000,0.000,0.602,0.338
169211.1369,169259.8608,3500,0.055,0.000,0.000,0.605,0.340
169259.8608,169308.5847,3501,0.055,0.000,0.000,0.621,0.324
169308.5847,169357.3086,3502,0.052,0.000,0.000,0.538,0.410
169357.3086,169406.0325,3503,0.060,0.000,0.014,0.575,0.351
169406.0325,169454.7564,3504,0.055,0.000,0.000,0.636,0.309
169454.7564,169503.4803,3505,0.054,0.000,0.000,0.600,0.346
169503.4803,169552.2042,3506,0.050,0.000,0.000,0.612,0.338
169552.2042,169600.9281,3507,0.053,0.000,0.031,0.602,0.314
169600.9281,169649.652,3508,0.057,0.000,0.088,0.484,0.371
169649.652,169698.3759,3509,0.059,0.016,0.069,0.856,0.000
169698.3759,169747.0998,3510,0.060,0.000,0.087,0.498,0.355
169747.0998,169795.8237,3511,0.058,0.000,0.124,0.566,0.252
169795.8237,169844.5476,3512,0.052,0.000,0.150,0.458,0.340
169844.5476,169893.2715,3513,0.045,0.000,0.164,0.418,0.373
169893.2715,169941.9954,3514,0.050,0.000,0.064,0.495,0.391
169941.9954,169990.7193,3515,0.034,0.000,0.076,0.504,0.385
169990.7193,170039.4432,3516,0.033,0.000,0.088,0.505,0.373
170039.4432,170088.1671,3517,0.038,0.000,0.090,0.506,0.366
170088.1671,170136.891,3518,0.038,0.000,0.105,0.488,0.370
170136.891,170185.6148,3519,0.042,0.000,0.064,0.543,0.351
170185.6148,170234.3387,3520,0.041,0.000,0.079,0.522,0.358
170234.3387,170283.0626,3521,0.044,0.000,0.093,0.500,0.363
170283.0626,170331.7865,3522,0.047,0.000,0.063,0.568,0.322
170331.7865,170380.5104,3523,0.053,0.000,0.140,0.472,0.334
170380.5104,170429.2343,3524,0.068,0.000,0.127,0.453,0.351
170429.2343,170477.9582,3525,0.067,0.000,0.077,0.527,0.330
170477.9582,170526.6821,3526,0.079,0.000,0.139,0.408,0.375
170526.6821,170575.406,3527,0.084,0.000,0.123,0.443,0.350
170575.406,170624.1299,3528,0.070,0.000,0.118,0.451,0.362
170624.1299,170672.8538,3529,0.081,0.000,0.111,0.483,0.325
170672.8538,170721.5777,3530,0.075,0.000,0.121,0.442,0.362
170721.5777,170770.3016,3531,0.088,0.000,0.047,0.523,0.342
170770.3016,170819.0255,3532,0.094,0.000,0.041,0.538,0.328
170819.0255,170867.7494,3533,0.077,0.000,0.000,0.630,0.293
170867.7494,170916.4733,3534,0.078,0.000,0.000,0.579,0.342
170916.4733,170965.1972,3535,0.071,0.000,0.000,0.622,0.307
170965.1972,171013.9211,3536,0.060,0.000,0.000,0.606,0.333
171013.9211,171062.645,3537,0.076,0.000,0.000,0.595,0.329
171062.645,171111.3689,3538,0.090,0.000,0.000,0.599,0.311
171111.3689,171160.0928,3539,0.080,0.000,0.000,0.609,0.311
171160.0928,171208.8167,3540,0.061,0.000,0.000,0.738,0.201
171208.8167,171257.5406,3541,0.054,0.000,0.019,0.765,0.162
171257.5406,171306.2645,3542,0.035,0.000,0.205,0.761,0.000
171306.2645,171354.9884,3543,0.134,0.000,0.050,0.722,0.095
171354.9884,171403.7123,3544,0.157,0.020,0.029,0.794,0.000
171403.7123,171452.4362,3545,0.157,0.000,0.004,0.562,0.277
171452.4362,171501.1601,3546,0.104,0.000,0.000,0.585,0.311
171501.1601,171549.884,3547,0.070,0.000,0.001,0.683,0.246
171549.884,171598.6079,3548,0.039,0.000,0.050,0.665,0.247
171598.6079,171647.3318,3549,0.037,0.000,0.006,0.767,0.190
171647.3318,171696.0557,3550,0.035,0.000,0.146,0.636,0.183
171696.0557,171744.7796,3551,0.034,0.000,0.234,0.539,0.193
171744.7796,171793.5035,3552,0.035,0.000,0.228,0.531,0.206
171793.5035,171842.2274,3553,0.037,0.009,0.298,0.435,0.222
171842.2274,171890.9513,3554,0.036,0.000,0.287,0.430,0.247
171890.9513,171939.6752,3555,0.037,0.000,0.274,0.453,0.236
171939.6752,171988.3991,3556,0.037,0.000,0.238,0.725,0.000
171988.3991,172037.123,3557,0.034,0.000,0.256,0.710,0.000
172037.123,172329.4664,3558,0.034,0.000,0.237,0.729,0.000
172329.4664,172378.1903,3564,0.067,0.000,0.264,0.169,0.499
172378.1903,172426.9142,3565,0.071,0.000,0.102,0.827,0.000
172426.9142,172475.6381,3566,0.062,0.000,0.106,0.360,0.472
172475.6381,172524.3619,3567,0.061,0.000,0.069,0.422,0.448
172524.3619,172573.0858,3568,0.062,0.000,0.004,0.478,0.455
172573.0858,172621.8097,3569,0.073,0.000,0.000,0.435,0.492
172621.8097,172670.5336,3570,0.070,0.000,0.048,0.419,0.463
172670.5336,172719.2575,3571,0.087,0.000,0.000,0.368,0.545
172719.2575,172767.9814,3572,0.117,0.000,0.150,0.301,0.432
172767.9814,172816.7053,3573,0.058,0.000,0.556,0.000,0.386
172816.7053,172865.4292,3574,0.048,0.025,0.645,0.000,0.282
172865.4292,172914.1531,3575,0.038,0.000,0.673,0.000,0.289
172914.1531,172962.877,3576,0.038,0.000,0.633,0.000,0.329
172962.877,173011.6009,3577,0.032,0.063,0.494,0.410,0.000
173011.6009,173060.3248,3578,0.032,0.000,0.447,0.521,0.000
173060.3248,173109.0487,3579,0.031,0.000,0.608,0.016,0.345
173109.0487,173157.7726,3580,0.031,0.000,0.471,0.498,0.000
173157.7726,173206.4965,3581,0.031,0.000,0.472,0.497,0.000
173206.4965,173255.2204,3582,0.031,0.000,0.512,0.153,0.305
173255.2204,173303.9443,3583,0.034,0.000,0.518,0.113,0.335
173303.9443,173352.6682,3584,0.032,0.043,0.403,0.522,0.000
173352.6682,173401.3921,3585,0.035,0.055,0.434,0.475,0.000
173401.3921,173450.116,3586,0.037,0.000,0.537,0.089,0.338
173450.116,173498.8399,3587,0.036,0.000,0.093,0.871,0.000
173498.8399,173547.5638,3588,0.035,0.000,0.511,0.140,0.314
173547.5638,173596.2877,3589,0.032,0.007,0.420,0.271,0.269
173596.2877,173645.0116,3590,0.031,0.000,0.420,0.329,0.220
173645.0116,173693.7355,3591,0.033,0.110,0.370,0.487,0.000
173693.7355,173742.4594,3592,0.034,0.000,0.543,0.147,0.276
173742.4594,173791.1833,3593,0.033,0.181,0.203,0.518,0.066
173791.1833,173839.9072,3594,0.035,0.000,0.592,0.076,0.296
173839.9072,173888.6311,3595,0.037,0.052,0.378,0.532,0.000
173888.6311,173937.355,3596,0.036,0.000,0.565,0.167,0.232
173937.355,173986.0789,3597,0.042,0.000,0.568,0.140,0.251
173986.0789,174034.8028,3598,0.042,0.030,0.261,0.541,0.126
174034.8028,174083.5267,3599,0.039,0.000,0.541,0.195,0.225
174083.5267,174132.2506,3600,0.037,0.000,0.339,0.486,0.138
174132.2506,174180.9745,3601,0.039,0.018,0.490,0.453,0.000
174180.9745,174229.6984,3602,0.041,0.000,0.458,0.309,0.192
174229.6984,174278.4223,3603,0.041,0.022,0.598,0.149,0.190
174278.4223,174327.1462,3604,0.039,0.000,0.469,0.296,0.196
174327.1462,174375.8701,3605,0.039,0.001,0.636,0.055,0.270
174375.8701,174424.594,3606,0.038,0.045,0.456,0.461,0.000
174424.594,174473.3179,3607,0.037,0.038,0.443,0.436,0.046
174473.3179,174522.0418,3608,0.039,0.030,0.428,0.410,0.092
174522.0418,174570.7657,3609,0.043,0.022,0.413,0.383,0.138
174570.7657,174619.4896,3610,0.042,0.015,0.400,0.359,0.184
174619.4896,174668.2135,3611,0.034,0.008,0.390,0.337,0.232
174668.2135,174716.9374,3612,0.030,0.000,0.377,0.313,0.280
174716.9374,174765.6613,3613,0.036,0.000,0.496,0.240,0.228
174765.6613,174814.3852,3614,0.034,0.000,0.541,0.204,0.221
174814.3852,174863.109,3615,0.038,0.006,0.228,0.450,0.278
174863.109,174911.8329,3616,0.039,0.037,0.043,0.881,0.000
174911.8329,174960.5568,3617,0.043,0.000,0.193,0.487,0.277
174960.5568,175009.2807,3618,0.042,0.031,0.132,0.794,0.000
175009.2807,175058.0046,3619,0.046,0.000,0.346,0.329,0.279
175058.0046,175106.7285,3620,0.050,0.000,0.442,0.232,0.276
175106.7285,175155.4524,3621,0.053,0.000,0.355,0.325,0.267
175155.4524,175204.1763,3622,0.049,0.018,0.071,0.525,0.337
175204.1763,175252.9002,3623,0.053,0.018,0.028,0.901,0.000
175252.9002,175301.6241,3624,0.061,0.000,0.196,0.470,0.273
175301.6241,175350.348,3625,0.043,0.000,0.307,0.437,0.213
175350.348,175399.0719,3626,0.039,0.000,0.309,0.419,0.233
175399.0719,175447.7958,3627,0.030,0.000,0.462,0.301,0.208
175447.7958,175496.5197,3628,0.028,0.000,0.441,0.339,0.192
175496.5197,175545.2436,3629,0.028,0.000,0.479,0.304,0.190
175545.2436,175593.9675,3630,0.030,0.000,0.423,0.362,0.185
175593.9675,175642.6914,3631,0.029,0.000,0.433,0.352,0.185
175642.6914,175691.4153,3632,0.024,0.000,0.445,0.344,0.186
175691.4153,175740.1392,3633,0.025,0.000,0.507,0.260,0.208
175740.1392,175788.8631,3634,0.024,0.000,0.504,0.269,0.203
175788.8631,175837.587,3635,0.024,0.101,0.347,0.373,0.155
175837.587,175886.3109,3636,0.019,0.000,0.503,0.276,0.202
175886.3109,175935.0348,3637,0.026,0.000,0.472,0.309,0.192
175935.0348,175983.7587,3638,0.027,0.000,0.478,0.307,0.188
175983.7587,176032.4826,3639,0.027,0.000,0.465,0.305,0.203
176032.4826,176081.2065,3640,0.028,0.000,0.447,0.333,0.192
176081.2065,176129.9304,3641,0.027,0.000,0.463,0.327,0.184
176129.9304,176178.6543,3642,0.026,0.000,0.472,0.302,0.201
176178.6543,176227.3782,3643,0.025,0.000,0.485,0.294,0.195
176227.3782,176276.1021,3644,0.025,0.000,0.473,0.293,0.209
176276.1021,176324.826,3645,0.027,0.000,0.515,0.216,0.242
176324.826,176373.5499,3646,0.027,0.000,0.408,0.367,0.198
176373.5499,176422.2738,3647,0.024,0.000,0.446,0.341,0.189
176422.2738,176470.9977,3648,0.023,0.000,0.466,0.304,0.207
176470.9977,176519.7216,3649,0.024,0.000,0.435,0.541,0.000
176519.7216,176568.4455,3650,0.025,0.000,0.502,0.291,0.182
176568.4455,176617.1694,3651,0.025,0.000,0.490,0.287,0.198
176617.1694,176665.8933,3652,0.025,0.000,0.363,0.425,0.187
176665.8933,176714.6172,3653,0.025,0.000,0.462,0.329,0.184
176714.6172,176763.3411,3654,0.024,0.000,0.458,0.338,0.180
176763.3411,176812.065,3655,0.024,0.000,0.458,0.337,0.181
176812.065,176860.7889,3656,0.026,0.000,0.499,0.269,0.206
176860.7889,176909.5128,3657,0.026,0.000,0.454,0.520,0.000
176909.5128,176958.2367,3658,0.026,0.000,0.552,0.166,0.256
176958.2367,177006.9606,3659,0.029,0.083,0.312,0.501,0.075
177006.9606,177055.6845,3660,0.027,0.017,0.478,0.478,0.000
177055.6845,177104.4084,3661,0.027,0.000,0.593,0.100,0.281
177104.4084,177153.1323,3662,0.027,0.045,0.577,0.071,0.279
177153.1323,177201.8561,3663,0.027,0.045,0.561,0.082,0.284
177201.8561,177250.58,3664,0.025,0.203,0.163,0.609,0.000
177250.58,177299.3039,3665,0.027,0.035,0.543,0.136,0.259
177299.3039,177348.0278,3666,0.040,0.217,0.224,0.520,0.000
177348.0278,177396.7517,3667,0.023,0.095,0.499,0.134,0.248
177396.7517,177445.4756,3668,0.025,0.082,0.513,0.124,0.256
177445.4756,177494.1995,3669,0.024,0.084,0.532,0.106,0.254
177494.1995,177542.9234,3670,0.024,0.091,0.500,0.153,0.233
177542.9234,177591.6473,3671,0.026,0.044,0.534,0.135,0.261
177591.6473,177640.3712,3672,0.027,0.039,0.520,0.152,0.263
177640.3712,177689.0951,3673,0.025,0.030,0.561,0.117,0.268
177689.0951,177737.819,3674,0.027,0.039,0.555,0.124,0.255
177737.819,177786.5429,3675,0.027,0.039,0.559,0.112,0.263
177786.5429,177835.2668,3676,0.025,0.075,0.519,0.154,0.227
177835.2668,177883.9907,3677,0.024,0.089,0.492,0.172,0.224
177883.9907,177932.7146,3678,0.024,0.036,0.545,0.124,0.272
177932.7146,177981.4385,3679,0.023,0.044,0.535,0.150,0.248
177981.4385,178030.1624,3680,0.023,0.683,0.000,0.212,0.082
178030.1624,178078.8863,3681,0.023,0.629,0.000,0.167,0.181
178078.8863,178127.6102,3682,0.023,0.601,0.000,0.376,0.000
178127.6102,178176.3341,3683,0.022,0.610,0.000,0.258,0.109
178176.3341,178225.058,3684,0.022,0.603,0.000,0.143,0.231
178225.058,178273.7819,3685,0.022,0.023,0.346,0.078,0.532
178273.7819,178322.5058,3686,0.022,0.209,0.215,0.555,0.000
178322.5058,178371.2297,3687,0.021,0.000,0.589,0.000,0.390
178371.2297,178419.9536,3688,0.021,0.000,0.541,0.120,0.318
178419.9536,178468.6775,3689,0.021,0.074,0.597,0.000,0.308
178468.6775,178517.4014,3690,0.021,0.075,0.606,0.000,0.299
178517.4014,178566.1253,3691,0.020,0.337,0.458,0.185,0.000
178566.1253,178614.8492,3692,0.020,0.046,0.693,0.000,0.241
178614.8492,178663.5731,3693,0.020,0.142,0.612,0.226,0.000
178663.5731,178712.297,3694,0.020,0.139,0.556,0.181,0.104
178712.297,178761.0209,3695,0.019,0.137,0.500,0.135,0.208
178761.0209,178809.7448,3696,0.019,0.094,0.604,0.000,0.282
178809.7448,178858.4687,3697,0.019,0.143,0.602,0.236,0.000
178858.4687,178907.1926,3698,0.019,0.218,0.592,0.171,0.000
178907.1926,178955.9165,3699,0.018,0.107,0.640,0.234,0.000
178955.9165,179004.6404,3700,0.018,0.312,0.590,0.080,0.000
179004.6404,179053.3643,3701,0.018,0.116,0.653,0.000,0.213
179053.3643,179102.0882,3702,0.018,0.046,0.711,0.000,0.226
179102.0882,179150.8121,3703,0.017,0.378,0.463,0.142,0.000
179150.8121,179199.536,3704,0.017,0.264,0.550,0.169,0.000
179199.536,179248.2599,3705,0.017,0.271,0.476,0.000,0.236
179248.2599,179296.9838,3706,0.017,0.000,0.585,0.398,0.000
179296.9838,179345.7077,3707,0.016,0.669,0.189,0.126,0.000
179345.7077,179394.4316,3708,0.016,0.469,0.320,0.195,0.000
179394.4316,179443.1555,3709,0.016,0.769,0.000,0.215,0.000
179443.1555,179491.8794,3710,0.010,0.749,0.088,0.152,0.000
179491.8794,179540.6032,3711,0.027,0.649,0.187,0.137,0.000
