upper_age,lower_age,depth (cm),LOI 375,EM1,EM2,EM3,EM4
78351.59817,78397.26027,1291,0.048,0.000,0.665,0.000,0.287
78397.26027,78442.92237,1292,0.052,0.000,0.685,0.000,0.264
78442.92237,78488.58447,1293,0.057,0.000,0.705,0.000,0.239
78488.58447,78534.24658,1294,0.058,0.000,0.666,0.000,0.275
78534.24658,78579.90868,1295,0.064,0.000,0.701,0.000,0.236
78579.90868,78625.57078,1296,0.062,0.000,0.743,0.000,0.195
78625.57078,78671.23288,1297,0.064,0.000,0.757,0.000,0.179
78671.23288,78716.89498,1298,0.063,0.000,0.743,0.000,0.194
78716.89498,78762.55708,1299,0.056,0.000,0.749,0.000,0.195
78762.55708,78808.21918,1300,0.046,0.000,0.710,0.000,0.244
78808.21918,78853.88128,1301,0.045,0.000,0.533,0.199,0.222
78853.88128,78899.54338,1302,0.042,0.000,0.552,0.188,0.217
78899.54338,78945.20548,1303,0.043,0.000,0.567,0.151,0.239
78945.20548,78990.86758,1304,0.044,0.000,0.492,0.250,0.215
78990.86758,79036.52968,1305,0.065,0.000,0.531,0.196,0.209
79036.52968,79082.19178,1306,0.056,0.000,0.394,0.343,0.208
79082.19178,79127.85388,1307,0.050,0.000,0.470,0.294,0.186
79127.85388,79173.51598,1308,0.052,0.000,0.555,0.195,0.199
79173.51598,79219.17808,1309,0.049,0.000,0.423,0.342,0.186
79219.17808,79264.84018,1310,0.052,0.000,0.483,0.239,0.226
79264.84018,79310.50228,1311,0.051,0.000,0.429,0.254,0.266
79310.50228,79356.16438,1312,0.057,0.000,0.373,0.334,0.237
79356.16438,79401.82648,1313,0.055,0.000,0.391,0.340,0.214
79401.82648,79447.48858,1314,0.051,0.000,0.392,0.346,0.210
79447.48858,79493.15068,1315,0.055,0.001,0.408,0.270,0.266
79493.15068,79538.81279,1316,0.055,0.000,0.362,0.343,0.240
79538.81279,79584.47489,1317,0.056,0.000,0.403,0.303,0.238
79584.47489,79630.13699,1318,0.054,0.003,0.375,0.274,0.295
79630.13699,79675.79909,1319,0.064,0.000,0.332,0.245,0.359
79675.79909,79721.46119,1320,0.063,0.014,0.332,0.290,0.302
79721.46119,79767.12329,1321,0.059,0.007,0.329,0.297,0.309
79767.12329,79812.78539,1322,0.066,0.099,0.154,0.681,0.000
79812.78539,79858.44749,1323,0.066,0.000,0.290,0.644,0.000
79858.44749,79904.10959,1324,0.068,0.135,0.128,0.670,0.000
79904.10959,79949.77169,1325,0.068,0.159,0.074,0.699,0.000
79949.77169,79995.43379,1326,0.065,0.000,0.360,0.156,0.420
79995.43379,80041.09589,1327,0.064,0.130,0.173,0.633,0.000
80041.09589,80086.75799,1328,0.064,0.032,0.459,0.014,0.431
80086.75799,80132.42009,1329,0.063,0.165,0.181,0.591,0.000
80132.42009,80178.08219,1330,0.056,0.185,0.139,0.620,0.000
80178.08219,80223.74429,1331,0.056,0.065,0.335,0.167,0.377
80223.74429,80269.40639,1332,0.052,0.093,0.316,0.188,0.351
80269.40639,80315.06849,1333,0.053,0.052,0.341,0.181,0.374
80315.06849,80360.73059,1334,0.043,0.105,0.220,0.632,0.000
80360.73059,80406.39269,1335,0.038,0.108,0.222,0.633,0.000
80406.39269,80452.05479,1336,0.038,0.040,0.474,0.448,0.000
80452.05479,80497.71689,1337,0.040,0.000,0.587,0.154,0.219
80497.71689,80543.379,1338,0.032,0.000,0.419,0.391,0.158
80543.379,80589.0411,1339,0.025,0.000,0.397,0.412,0.166
80589.0411,80634.7032,1340,0.022,0.000,0.420,0.389,0.169
80634.7032,80680.3653,1341,0.019,0.000,0.548,0.231,0.201
80680.3653,80726.0274,1342,0.016,0.000,0.469,0.350,0.165
80726.0274,80771.6895,1343,0.015,0.000,0.317,0.506,0.162
80771.6895,80817.3516,1344,0.016,0.000,0.329,0.428,0.226
80817.3516,80863.0137,1345,0.017,0.000,0.262,0.372,0.349
80863.0137,80908.6758,1346,0.017,0.000,0.231,0.347,0.404
80908.6758,80954.3379,1347,0.018,0.000,0.277,0.344,0.361
80954.3379,81000,1348,0.019,0.000,0.210,0.380,0.392
81000,81045.16129,1349,0.019,0.000,0.206,0.375,0.401
81045.16129,81090.32258,1350,0.017,0.000,0.253,0.409,0.322
81090.32258,81135.48387,1351,0.017,0.000,0.174,0.540,0.269
81135.48387,81180.64516,1352,0.016,0.000,0.145,0.528,0.311
81180.64516,81225.80645,1353,0.016,0.000,0.193,0.536,0.256
81225.80645,81270.96774,1354,0.017,0.000,0.122,0.634,0.227
81270.96774,81316.12903,1355,0.017,0.000,0.187,0.653,0.143
81316.12903,81361.29032,1356,0.017,0.000,0.259,0.670,0.055
81361.29032,81406.45161,1357,0.016,0.000,0.392,0.500,0.092
81406.45161,81451.6129,1358,0.015,0.000,0.427,0.408,0.149
81451.6129,81496.77419,1359,0.014,0.051,0.317,0.357,0.260
81496.77419,81541.93548,1360,0.014,0.000,0.456,0.496,0.034
81541.93548,81587.09677,1361,0.014,0.072,0.300,0.442,0.172
81587.09677,81632.25806,1362,0.013,0.091,0.316,0.369,0.211
81632.25806,81677.41935,1363,0.013,0.084,0.370,0.532,0.000
81677.41935,81722.58065,1364,0.013,0.111,0.314,0.563,0.000
81722.58065,81767.74194,1365,0.012,0.127,0.447,0.413,0.000
81767.74194,81812.90323,1366,0.012,0.089,0.417,0.355,0.126
81812.90323,81858.06452,1367,0.011,0.161,0.488,0.244,0.096
81858.06452,81903.22581,1368,0.010,0.229,0.528,0.146,0.087
81903.22581,81948.3871,1369,0.010,0.159,0.599,0.085,0.148
81948.3871,81993.54839,1370,0.011,0.264,0.504,0.153,0.068
81993.54839,82038.70968,1371,0.010,0.216,0.522,0.138,0.114
82038.70968,82083.87097,1372,0.010,0.296,0.462,0.086,0.146
82083.87097,82129.03226,1373,0.011,0.245,0.445,0.107,0.191
82129.03226,82174.19355,1374,0.011,0.321,0.261,0.406,0.000
82174.19355,82219.35484,1375,0.013,0.253,0.399,0.169,0.167
82219.35484,82264.51613,1376,0.012,0.308,0.335,0.208,0.137
82264.51613,82309.67742,1377,0.012,0.295,0.359,0.172,0.162
82309.67742,82354.83871,1378,0.012,0.336,0.464,0.038,0.150
82354.83871,82400,1379,0.013,0.232,0.489,0.189,0.077
82400,82445.16129,1380,0.014,0.306,0.341,0.248,0.090
82445.16129,82490.32258,1381,0.012,0.297,0.417,0.184,0.090
82490.32258,82535.48387,1382,0.013,0.248,0.481,0.149,0.109
82535.48387,82580.64516,1383,0.012,0.442,0.226,0.320,0.000
82580.64516,82625.80645,1384,0.013,0.456,0.323,0.149,0.058
82625.80645,82670.96774,1385,0.013,0.496,0.225,0.218,0.049
82670.96774,82716.12903,1386,0.014,0.426,0.311,0.144,0.104
82716.12903,82761.29032,1387,0.015,0.458,0.300,0.132,0.095
82761.29032,82806.45161,1388,0.014,0.387,0.425,0.050,0.124
82806.45161,82851.6129,1389,0.011,0.266,0.471,0.115,0.137
82851.6129,82896.77419,1390,0.013,0.421,0.321,0.205,0.040
82896.77419,82941.93548,1391,0.016,0.213,0.537,0.163,0.072
82941.93548,82987.09677,1392,0.016,0.385,0.440,0.159,0.000
82987.09677,83032.25806,1393,0.015,0.234,0.437,0.177,0.137
83032.25806,83077.41935,1394,0.015,0.195,0.532,0.156,0.103
83077.41935,83122.58065,1395,0.016,0.231,0.542,0.078,0.132
83122.58065,83167.74194,1396,0.014,0.381,0.432,0.174,0.000
83167.74194,83212.90323,1397,0.013,0.397,0.413,0.176,0.000
83212.90323,83258.06452,1398,0.013,0.347,0.230,0.410,0.000
83258.06452,83303.22581,1399,0.010,0.665,0.087,0.237,0.000
83303.22581,83348.3871,1400,0.011,0.676,0.153,0.160,0.000
83348.3871,83393.54839,1401,0.011,0.721,0.113,0.155,0.000
83393.54839,83438.70968,1402,0.010,0.812,0.042,0.111,0.025
83438.70968,83483.87097,1403,0.009,0.918,0.000,0.057,0.016
83483.87097,83529.03226,1404,0.009,0.863,0.000,0.115,0.013
83529.03226,83574.19355,1405,0.011,0.456,0.458,0.075,0.000
83574.19355,83619.35484,1406,0.013,0.505,0.482,0.000,0.000
83619.35484,83664.51613,1407,0.016,0.379,0.505,0.100,0.000
83664.51613,83709.67742,1408,0.019,0.325,0.548,0.109,0.000
83709.67742,83754.83871,1409,0.017,0.412,0.461,0.111,0.000
83754.83871,83800,1410,0.016,0.499,0.348,0.137,0.000
83800,83845.16129,1411,0.017,0.489,0.303,0.190,0.000
83845.16129,83890.32258,1412,0.031,0.566,0.259,0.075,0.069
83890.32258,83935.48387,1413,0.024,0.359,0.464,0.037,0.116
83935.48387,83980.64516,1414,0.018,0.249,0.511,0.222,0.000
83980.64516,84025.80645,1415,0.023,0.225,0.364,0.388,0.000
84025.80645,84070.96774,1416,0.020,0.179,0.407,0.394,0.000
84070.96774,84116.12903,1417,0.021,0.233,0.408,0.338,0.000
84116.12903,84161.29032,1418,0.023,0.219,0.326,0.431,0.000
84161.29032,84206.45161,1419,0.024,0.286,0.431,0.260,0.000
84206.45161,84251.6129,1420,0.022,0.243,0.504,0.231,0.000
84251.6129,84296.77419,1421,0.021,0.030,0.697,0.142,0.109
84296.77419,84341.93548,1422,0.022,0.145,0.517,0.315,0.000
84341.93548,84387.09677,1423,0.025,0.115,0.651,0.136,0.073
84387.09677,84432.25806,1424,0.023,0.124,0.525,0.204,0.123
84432.25806,84477.41935,1425,0.025,0.138,0.576,0.262,0.000
84477.41935,84522.58065,1426,0.030,0.207,0.493,0.270,0.000
84522.58065,84567.74194,1427,0.046,0.339,0.413,0.202,0.000
84567.74194,84612.90323,1428,0.030,0.116,0.722,0.032,0.100
84612.90323,84658.06452,1429,0.031,0.030,0.794,0.004,0.141
84658.06452,84703.22581,1430,0.043,0.194,0.590,0.173,0.000
84703.22581,84748.3871,1431,0.039,0.266,0.543,0.001,0.151
84748.3871,84793.54839,1432,0.051,0.393,0.409,0.147,0.000
84793.54839,84838.70968,1433,0.059,0.465,0.269,0.207,0.000
84838.70968,84883.87097,1434,0.055,0.431,0.255,0.259,0.000
84883.87097,84929.03226,1435,0.053,0.494,0.224,0.229,0.000
84929.03226,84974.19355,1436,0.061,0.221,0.538,0.179,0.000
84974.19355,85019.35484,1437,0.058,0.238,0.469,0.235,0.000
85019.35484,85064.51613,1438,0.053,0.237,0.450,0.260,0.000
85064.51613,85109.67742,1439,0.053,0.252,0.435,0.260,0.000
85109.67742,85154.83871,1440,0.059,0.280,0.451,0.210,0.000
85154.83871,85200,1441,0.052,0.244,0.430,0.244,0.030
85200,85245.16129,1442,0.049,0.306,0.403,0.242,0.000
85245.16129,85290.32258,1443,0.050,0.260,0.456,0.234,0.000
85290.32258,85335.48387,1444,0.050,0.279,0.417,0.254,0.000
85335.48387,85380.64516,1445,0.051,0.289,0.404,0.257,0.000
85380.64516,85425.80645,1446,0.078,0.054,0.343,0.428,0.097
85425.80645,85470.96774,1447,0.081,0.000,0.305,0.573,0.042
85470.96774,85516.12903,1448,0.087,0.041,0.318,0.472,0.081
85516.12903,85561.29032,1449,0.086,0.000,0.367,0.483,0.064
85561.29032,85606.45161,1450,0.111,0.077,0.288,0.438,0.086
85606.45161,85651.6129,1451,0.139,0.077,0.345,0.340,0.099
85651.6129,85696.77419,1452,0.138,0.079,0.304,0.411,0.069
85696.77419,85741.93548,1453,0.144,0.052,0.344,0.371,0.089
85741.93548,85787.09677,1454,0.135,0.097,0.410,0.272,0.085
85787.09677,85832.25806,1455,0.196,0.078,0.344,0.314,0.068
85832.25806,85877.41935,1456,0.168,0.084,0.385,0.284,0.079
85877.41935,85922.58065,1457,0.184,0.157,0.341,0.225,0.093
85922.58065,85967.74194,1458,0.223,0.076,0.418,0.284,0.000
85967.74194,86012.90323,1459,0.282,0.158,0.312,0.118,0.129
86012.90323,86058.06452,1460,0.248,0.230,0.280,0.169,0.072
86058.06452,86103.22581,1461,0.246,0.051,0.511,0.066,0.126
86103.22581,86148.3871,1462,0.389,0.030,0.344,0.178,0.060
86148.3871,86193.54839,1463,0.400,0.016,0.383,0.158,0.044
86193.54839,86238.70968,1464,0.388,0.033,0.369,0.105,0.106
86238.70968,86283.87097,1465,0.339,0.162,0.308,0.134,0.057
86283.87097,86329.03226,1466,0.185,0.357,0.268,0.190,0.000
86329.03226,86374.19355,1467,0.179,0.547,0.159,0.115,0.000
86374.19355,86419.35484,1468,0.196,0.251,0.203,0.350,0.000
86419.35484,86464.51613,1469,0.174,0.224,0.277,0.325,0.000
86464.51613,86509.67742,1470,0.165,0.114,0.384,0.000,0.337
86509.67742,86554.83871,1471,0.211,0.228,0.281,0.280,0.000
86554.83871,86600,1472,0.220,0.058,0.326,0.068,0.327
86600,86645.16129,1473,0.220,0.008,0.360,0.057,0.355
86645.16129,86690.32258,1474,0.223,0.028,0.295,0.106,0.348
86690.32258,86735.48387,1475,0.257,0.086,0.274,0.079,0.304
86735.48387,86780.64516,1476,0.181,0.229,0.261,0.230,0.100
86780.64516,86825.80645,1477,0.232,0.317,0.243,0.078,0.131
86825.80645,86870.96774,1478,0.089,0.369,0.341,0.062,0.139
86870.96774,86916.12903,1479,0.290,0.333,0.216,0.071,0.090
86916.12903,86961.29032,1480,0.305,0.204,0.253,0.132,0.107
86961.29032,87006.45161,1481,0.108,0.000,0.332,0.337,0.223
87006.45161,87051.6129,1482,0.328,0.126,0.243,0.159,0.144
87051.6129,87096.77419,1483,0.304,0.113,0.141,0.442,0.000
87096.77419,87141.93548,1484,0.309,0.111,0.241,0.162,0.176
87141.93548,87187.09677,1485,0.270,0.039,0.576,0.000,0.115
87187.09677,87232.25806,1486,0.303,0.275,0.187,0.105,0.130
87232.25806,87277.41935,1487,0.115,0.184,0.205,0.297,0.198
87277.41935,87322.58065,1488,0.108,0.225,0.220,0.280,0.166
87322.58065,87367.74194,1489,0.090,0.271,0.238,0.265,0.136
87367.74194,87412.90323,1490,0.103,0.307,0.248,0.241,0.100
87412.90323,87458.06452,1491,0.090,0.353,0.265,0.224,0.068
87458.06452,88858.06452,1492,0.095,0.392,0.276,0.203,0.034
88858.06452,88903.22581,1523,0.361,0.305,0.205,0.129,0.000
88903.22581,88948.3871,1524,0.267,0.317,0.249,0.074,0.093
88948.3871,88993.54839,1525,0.187,0.315,0.293,0.000,0.206
88993.54839,89038.70968,1526,0.317,0.068,0.348,0.000,0.267
89038.70968,89083.87097,1527,0.313,0.164,0.339,0.000,0.184
89083.87097,89129.03226,1528,0.225,0.094,0.367,0.000,0.313
89129.03226,89174.19355,1529,0.212,0.000,0.379,0.110,0.299
89174.19355,89219.35484,1530,0.217,0.088,0.415,0.005,0.274
89219.35484,89264.51613,1531,0.112,0.000,0.396,0.292,0.199
89264.51613,89309.67742,1532,0.145,0.032,0.340,0.135,0.348
89309.67742,89354.83871,1533,0.278,0.013,0.350,0.106,0.253
89354.83871,89400,1534,0.178,0.000,0.377,0.168,0.277
89400,89445.16129,1535,0.115,0.000,0.271,0.340,0.274
89445.16129,89490.32258,1536,0.095,0.000,0.264,0.387,0.254
89490.32258,89535.48387,1537,0.097,0.000,0.250,0.409,0.244
89535.48387,89580.64516,1538,0.092,0.000,0.276,0.404,0.228
89580.64516,89625.80645,1539,0.088,0.000,0.236,0.398,0.278
89625.80645,89670.96774,1540,0.087,0.000,0.258,0.377,0.278
89670.96774,89716.12903,1541,0.092,0.000,0.251,0.393,0.263
89716.12903,89761.29032,1542,0.097,0.000,0.252,0.651,0.000
89761.29032,89806.45161,1543,0.095,0.000,0.370,0.244,0.291
89806.45161,89851.6129,1544,0.082,0.000,0.238,0.430,0.250
89851.6129,89896.77419,1545,0.076,0.000,0.270,0.318,0.336
89896.77419,89941.93548,1546,0.085,0.000,0.241,0.398,0.276
89941.93548,89987.09677,1547,0.086,0.000,0.199,0.472,0.243
89987.09677,90032.25806,1548,0.087,0.000,0.389,0.241,0.283
90032.25806,90077.41935,1549,0.084,0.000,0.325,0.284,0.307
90077.41935,90122.58065,1550,0.064,0.000,0.243,0.473,0.220
90122.58065,90167.74194,1551,0.045,0.000,0.348,0.327,0.280
90167.74194,90212.90323,1552,0.046,0.000,0.425,0.295,0.234
90212.90323,90258.06452,1553,0.037,0.000,0.445,0.280,0.238
90258.06452,90303.22581,1554,0.032,0.000,0.422,0.319,0.227
90303.22581,90348.3871,1555,0.030,0.000,0.405,0.565,0.000
90348.3871,90393.54839,1556,0.028,0.000,0.470,0.266,0.236
90393.54839,90438.70968,1557,0.027,0.000,0.515,0.210,0.249
90438.70968,90483.87097,1558,0.026,0.000,0.608,0.087,0.278
90483.87097,90529.03226,1559,0.029,0.000,0.554,0.122,0.296
90529.03226,90574.19355,1560,0.028,0.000,0.486,0.197,0.289
90574.19355,90619.35484,1561,0.028,0.000,0.496,0.206,0.271
90619.35484,90664.51613,1562,0.027,0.000,0.454,0.238,0.281
90664.51613,90709.67742,1563,0.028,0.000,0.402,0.305,0.265
90709.67742,90754.83871,1564,0.029,0.000,0.476,0.196,0.299
90754.83871,90800,1565,0.029,0.000,0.431,0.265,0.276
90800,90845.16129,1566,0.029,0.000,0.448,0.243,0.281
90845.16129,90890.32258,1567,0.030,0.000,0.487,0.199,0.285
90890.32258,90935.48387,1568,0.031,0.000,0.461,0.273,0.235
90935.48387,90980.64516,1569,0.030,0.000,0.521,0.212,0.237
90980.64516,91025.80645,1570,0.030,0.000,0.488,0.274,0.209
91025.80645,91070.96774,1571,0.109,0.000,0.562,0.029,0.300
91070.96774,91116.12903,1572,0.131,0.000,0.526,0.052,0.291
91116.12903,91161.29032,1573,0.069,0.000,0.578,0.047,0.305
91161.29032,91206.45161,1574,0.038,0.000,0.607,0.052,0.303
91206.45161,91251.6129,1575,0.034,0.000,0.542,0.190,0.234
91251.6129,91296.77419,1576,0.029,0.000,0.529,0.200,0.242
91296.77419,91341.93548,1577,0.030,0.000,0.463,0.278,0.228
91341.93548,91387.09677,1578,0.032,0.000,0.431,0.320,0.217
91387.09677,91432.25806,1579,0.030,0.000,0.291,0.493,0.186
91432.25806,91477.41935,1580,0.036,0.000,0.363,0.385,0.217
91477.41935,91522.58065,1581,0.032,0.000,0.351,0.414,0.204
91522.58065,91567.74194,1582,0.031,0.000,0.427,0.315,0.227
91567.74194,91612.90323,1583,0.028,0.000,0.524,0.201,0.248
91612.90323,91658.06452,1584,0.028,0.000,0.568,0.128,0.275
91658.06452,91703.22581,1585,0.029,0.000,0.448,0.242,0.281
91703.22581,91748.3871,1586,0.029,0.130,0.283,0.379,0.180
91748.3871,91793.54839,1587,0.028,0.000,0.683,0.000,0.289
91793.54839,91838.70968,1588,0.028,0.000,0.554,0.121,0.297
91838.70968,91883.87097,1589,0.028,0.000,0.535,0.154,0.283
91883.87097,91929.03226,1590,0.027,0.000,0.543,0.160,0.270
91929.03226,91974.19355,1591,0.029,0.000,0.505,0.194,0.273
91974.19355,92019.35484,1592,0.030,0.000,0.523,0.177,0.270
92019.35484,92064.51613,1593,0.029,0.107,0.419,0.282,0.164
92064.51613,92109.67742,1594,0.028,0.000,0.490,0.272,0.210
92109.67742,92154.83871,1595,0.028,0.000,0.428,0.544,0.000
92154.83871,92200,1596,0.032,0.000,0.472,0.267,0.230
92200,92245.16129,1597,0.032,0.000,0.239,0.582,0.147
92245.16129,92290.32258,1598,0.033,0.000,0.234,0.526,0.207
92290.32258,92335.48387,1599,0.036,0.000,0.180,0.556,0.228
92335.48387,92380.64516,1600,0.036,0.000,0.278,0.488,0.198
92380.64516,92425.80645,1601,0.033,0.000,0.325,0.501,0.140
92425.80645,92470.96774,1602,0.030,0.000,0.297,0.412,0.261
92470.96774,92516.12903,1603,0.031,0.000,0.254,0.543,0.172
92516.12903,92561.29032,1604,0.030,0.000,0.270,0.524,0.176
92561.29032,92606.45161,1605,0.030,0.000,0.263,0.488,0.219
92606.45161,92651.6129,1606,0.030,0.000,0.276,0.473,0.220
92651.6129,92696.77419,1607,0.031,0.000,0.231,0.480,0.258
92696.77419,92741.93548,1608,0.033,0.000,0.132,0.000,0.835
92741.93548,92787.09677,1609,0.046,0.000,0.076,0.000,0.878
92787.09677,92832.25806,1610,0.050,0.000,0.030,0.000,0.920
92832.25806,92877.41935,1611,0.046,0.000,0.008,0.000,0.946
92877.41935,92922.58065,1612,0.047,0.000,0.000,0.000,0.953
92922.58065,92967.74194,1613,0.049,0.000,0.083,0.000,0.868
92967.74194,93012.90323,1614,0.049,0.000,0.004,0.000,0.947
93012.90323,93058.06452,1615,0.050,0.000,0.004,0.000,0.946
93058.06452,93103.22581,1616,0.050,0.000,0.000,0.000,0.950
93103.22581,93148.3871,1617,0.051,0.000,0.002,0.000,0.947
93148.3871,93193.54839,1618,0.047,0.000,0.000,0.000,0.953
93193.54839,93238.70968,1619,0.040,0.000,0.000,0.000,0.960
93238.70968,93283.87097,1620,0.037,0.000,0.000,0.000,0.963
93283.87097,93329.03226,1621,0.037,0.000,0.000,0.000,0.963
93329.03226,93374.19355,1622,0.039,0.000,0.003,0.000,0.958
93374.19355,93419.35484,1623,0.035,0.000,0.000,0.012,0.953
93419.35484,93464.51613,1624,0.036,0.000,0.000,0.094,0.870
93464.51613,93509.67742,1625,0.036,0.000,0.000,0.324,0.639
93509.67742,93554.83871,1626,0.032,0.000,0.000,0.389,0.579
93554.83871,93600,1627,0.033,0.000,0.002,0.429,0.536
93600,93645.16129,1628,0.035,0.000,0.003,0.467,0.495
93645.16129,93690.32258,1629,0.038,0.000,0.000,0.473,0.489
93690.32258,93735.48387,1630,0.036,0.000,0.055,0.591,0.319
93735.48387,93780.64516,1631,0.031,0.000,0.204,0.593,0.172
93780.64516,93825.80645,1632,0.024,0.000,0.277,0.511,0.189
93825.80645,93870.96774,1633,0.026,0.000,0.336,0.484,0.154
93870.96774,93916.12903,1634,0.025,0.000,0.324,0.469,0.182
93916.12903,93961.29032,1635,0.027,0.000,0.345,0.435,0.192
93961.29032,94006.45161,1636,0.027,0.000,0.368,0.402,0.203
94006.45161,94051.6129,1637,0.029,0.000,0.359,0.434,0.178
94051.6129,94096.77419,1638,0.026,0.000,0.457,0.322,0.195
94096.77419,94548.3871,1639,0.028,0.000,0.305,0.495,0.172
94548.3871,94593.54839,1649,0.036,0.000,0.367,0.265,0.332
94593.54839,94638.70968,1650,0.032,0.000,0.240,0.728,0.000
94638.70968,94683.87097,1651,0.031,0.000,0.297,0.672,0.000
94683.87097,94729.03226,1652,0.028,0.000,0.149,0.824,0.000
94729.03226,94774.19355,1653,0.033,0.000,0.352,0.336,0.278
94774.19355,94819.35484,1654,0.026,0.000,0.437,0.232,0.305
94819.35484,94864.51613,1655,0.030,0.000,0.460,0.191,0.319
94864.51613,94909.67742,1656,0.035,0.000,0.286,0.387,0.292
94909.67742,94954.83871,1657,0.046,0.200,0.282,0.472,0.000
94954.83871,95000,1658,0.032,0.000,0.155,0.536,0.278
95000,95045.16129,1659,0.030,0.000,0.156,0.527,0.287
95045.16129,95090.32258,1660,0.029,0.000,0.191,0.494,0.286
95090.32258,95135.48387,1661,0.025,0.000,0.114,0.861,0.000
95135.48387,95180.64516,1662,0.034,0.000,0.125,0.842,0.000
95180.64516,95225.80645,1663,0.038,0.000,0.183,0.478,0.300
95225.80645,95270.96774,1664,0.029,0.000,0.221,0.442,0.308
95270.96774,95316.12903,1665,0.021,0.000,0.172,0.534,0.274
95316.12903,95361.29032,1666,0.011,0.000,0.144,0.572,0.273
95361.29032,95406.45161,1667,0.028,0.000,0.169,0.526,0.277
95406.45161,95451.6129,1668,0.034,0.000,0.118,0.606,0.242
95451.6129,95496.77419,1669,0.033,0.000,0.148,0.541,0.277
95496.77419,95541.93548,1670,0.040,0.000,0.032,0.554,0.374
95541.93548,95587.09677,1671,0.050,0.000,0.053,0.588,0.309
95587.09677,95632.25806,1672,0.046,0.000,0.017,0.552,0.385
95632.25806,95677.41935,1673,0.044,0.000,0.087,0.324,0.545
95677.41935,95722.58065,1674,0.048,0.016,0.260,0.023,0.653
95722.58065,95767.74194,1675,0.053,0.043,0.202,0.000,0.702
95767.74194,95812.90323,1676,0.043,0.000,0.111,0.000,0.846
95812.90323,95858.06452,1677,0.039,0.000,0.000,0.000,0.961
95858.06452,95903.22581,1678,0.037,0.000,0.000,0.000,0.963
95903.22581,95948.3871,1679,0.036,0.000,0.000,0.000,0.964
95948.3871,95993.54839,1680,0.033,0.000,0.004,0.000,0.963
95993.54839,96038.70968,1681,0.033,0.000,0.000,0.000,0.967
96038.70968,96083.87097,1682,0.030,0.000,0.001,0.000,0.969
96083.87097,96129.03226,1683,0.027,0.000,0.001,0.000,0.972
96129.03226,96174.19355,1684,0.032,0.000,0.000,0.179,0.790
96174.19355,96219.35484,1685,0.026,0.000,0.009,0.161,0.803
96219.35484,96264.51613,1686,0.039,0.000,0.000,0.173,0.788
96264.51613,96309.67742,1687,0.054,0.000,0.000,0.248,0.698
96309.67742,96354.83871,1688,0.055,0.000,0.000,0.265,0.681
96354.83871,96400,1689,0.047,0.000,0.106,0.146,0.702
96400,96445.16129,1690,0.042,0.000,0.006,0.233,0.719
96445.16129,96490.32258,1691,0.060,0.000,0.001,0.265,0.674
96490.32258,96535.48387,1692,0.042,0.000,0.020,0.263,0.675
96535.48387,96580.64516,1693,0.048,0.000,0.024,0.379,0.548
96580.64516,96625.80645,1694,0.033,0.000,0.005,0.365,0.597
96625.80645,96670.96774,1695,0.022,0.113,0.553,0.073,0.238
96670.96774,96716.12903,1696,0.016,0.240,0.461,0.087,0.196
96716.12903,96761.29032,1697,0.019,0.349,0.360,0.125,0.147
96761.29032,96806.45161,1698,0.015,0.391,0.316,0.135,0.143
96806.45161,96851.6129,1699,0.014,0.512,0.168,0.306,0.000
96851.6129,96896.77419,1700,0.020,0.520,0.248,0.098,0.115
96896.77419,96941.93548,1701,0.019,0.527,0.239,0.107,0.108
96941.93548,96987.09677,1702,0.015,0.670,0.000,0.314,0.000
96987.09677,97032.25806,1703,0.014,0.749,0.000,0.237,0.000
97032.25806,97077.41935,1704,0.013,0.688,0.069,0.158,0.071
97077.41935,97122.58065,1705,0.014,0.720,0.002,0.240,0.024
97122.58065,97167.74194,1706,0.013,0.681,0.030,0.276,0.000
97167.74194,97212.90323,1707,0.013,0.663,0.072,0.251,0.000
97212.90323,97258.06452,1708,0.015,0.569,0.164,0.253,0.000
97258.06452,97303.22581,1709,0.018,0.303,0.459,0.041,0.179
97303.22581,97348.3871,1710,0.019,0.248,0.530,0.000,0.202
97348.3871,97393.54839,1711,0.017,0.230,0.562,0.000,0.191
97393.54839,97438.70968,1712,0.017,0.204,0.596,0.000,0.183
97438.70968,97483.87097,1713,0.017,0.046,0.738,0.000,0.199
97483.87097,97529.03226,1714,0.017,0.200,0.560,0.027,0.195
97529.03226,97574.19355,1715,0.018,0.156,0.560,0.075,0.190
97574.19355,97619.35484,1716,0.017,0.268,0.408,0.306,0.000
97619.35484,97664.51613,1717,0.017,0.160,0.559,0.075,0.189
97664.51613,97709.67742,1718,0.016,0.210,0.548,0.044,0.182
97709.67742,97754.83871,1719,0.015,0.170,0.626,0.000,0.189
97754.83871,97800,1720,0.017,0.157,0.610,0.034,0.182
97800,97845.16129,1721,0.017,0.257,0.543,0.005,0.177
97845.16129,97890.32258,1722,0.021,0.000,0.755,0.000,0.224
97890.32258,97935.48387,1723,0.016,0.255,0.523,0.040,0.165
97935.48387,97980.64516,1724,0.018,0.186,0.597,0.013,0.187
97980.64516,98025.80645,1725,0.018,0.283,0.490,0.039,0.171
98025.80645,98070.96774,1726,0.016,0.337,0.417,0.078,0.153
98070.96774,98116.12903,1727,0.014,0.613,0.096,0.277,0.000
98116.12903,98161.29032,1728,0.011,0.707,0.090,0.146,0.047
98161.29032,98206.45161,1729,0.017,0.507,0.259,0.116,0.101
98206.45161,98251.6129,1730,0.015,0.713,0.002,0.248,0.022
