"","depth","upper_age","lower_age","TIC_percent","N_percent","C_percent","TOC_percent","TC_TN","d13C","LOI375","sand","coarsesilt","finesilt","clay"
"183",1247,74045.36,74261.34,0,0.32,3.66,3.66,11.44,-25.81,0.0986933840099339,0,0.537372775890728,0.0739860078708599,0.289947832228479
"184",1252,74261.34,74477.32,0,0.29,3.28,3.28,11.31,-25.87,0.105080152686799,0,0.587883269713834,0,0.307036577599367
"185",1257,74477.32,74693.3,0,0.27,2.63,2.63,9.74,-25.89,0.111233459645206,0.0318396968515055,0.526533080709588,0.0169338385808242,0.313459924212876
"186",1262,74693.3,74909.29,0,0.28,2.79,2.79,9.96,-25.75,0.0313695830896882,0.198735734887394,0.437957037455552,0.293716341999208,0.0392213025681576
"187",1267,74909.29,75125.27,0,0.38,3.94,3.94,10.37,-25.27,0.0314538039205375,0,0.601873647072744,0.14555501958954,0.221117529417178
"188",1272,75125.27,75341.25,0,0.34,3.6,3.6,10.59,-25.32,0.0404038911920393,0.19888771650888,0.567606891930067,0,0.19275808734158
"189",1277,75341.25,75557.24,0,0.28,2.75,2.75,9.82,-25.75,0.0510272510462729,0.143088014348886,0.630333363117329,0.175477996412779,0
"190",1282,75557.24,75773.22,0,0.22,2.62,2.62,11.91,-25.62,0.0534106677091074,0.0245555121205242,0.641568075055734,0.0392888193928388,0.240980481624831
"191",1287,75773.22,75989.2,0,0.27,3.05,3.05,11.3,-25.31,0.0574664820496648,0,0.684865928198659,0,0.257134071801341
"192",1292,75989.2,76205.18,0,0.29,3.26,3.26,11.24,-25.52,0.063790439992904,0.00263479997634668,0.71095219996452,0.0529594795245683,0.169399600544026
"193",1297,76205.18,76421.17,0,0.25,2.86,2.86,11.44,-25.65,0.0660196738651971,0,0.698973768179737,0,0.235006557955066
"194",1302,76421.17,76637.15,0,0.22,2.24,2.24,10.18,-25.72,0.0714472461844722,0,0.755422030524223,0,0.173130723291305
"195",1307,76637.15,76853.13,0,0.22,2.2,2.2,10,-25.97,0.067,0,0.770371320635714,0,0.162628679364286
"196",1312,76853.13,77069.11,0,0.25,2.6,2.6,10.4,-25.7,0.0495506409035064,0,0.328095083230951,0.582809412620094,0.0385448632454491
"197",1317,77069.11,77285.1,-0.01,0.28,2.86,2.86,10.21,-25.73,0.0597405270454054,0.00648682386486592,0.382718280149187,0.277001664400005,0.273139195525401
"198",1322,77285.1,77501.08,0,0.35,3.65,3.65,10.43,-25.34,0.0789310701873107,0.00643690062436904,0.322804871436049,0.212056233506562,0.380127234183273
"199",1327,77501.08,77717.06,0,0.33,3.63,3.63,11,-25.26,0.0712634797209321,0.10434130069767,0.334274263497678,0.140209560837204,0.349285047274423
"200",1332,77717.06,77933.05,0,0.31,2.96,2.96,9.55,-25.65,0.0524819303098188,0.0422120320791235,0.347040943583413,0.175751828540514,0.38251326548713
"201",1337,77933.05,78149.03,0,0.15,0.72,0.72,4.8,-25.84,0.0415013849560141,0,0.523864264017648,0.160459836275592,0.274174514750746
"202",1342,78149.03,78365.01,0,0.15,0.56,0.56,3.73,-25.63,0.0475637570326374,0,0.633617457804176,0.0332013273590116,0.285617457804175
"203",1347,78365.01,78580.99,0,0.18,0.61,0.61,3.39,-26.07,0.0491748763197485,0,0.670874381598742,0,0.280244461161446
"204",1352,78580.99,78796.98,0,0.17,0.58,0.58,3.41,-26.01,0.0620473618164741,0,0.743331532715319,0,0.194621105468207
"205",1357,78796.98,79012.96,0,0.15,0.53,0.53,3.53,-25.65,0.0452461380444615,0,0.576566433869679,0.150018529152169,0.227415036978152
"206",1362,79012.96,79228.94,0,0.11,0.45,0.45,4.09,-25.75,0.0606455839744558,0,0.464716111611161,0.267122128417222,0.208516175997162
"207",1367,79228.94,79444.92,0,0.11,0.56,0.56,5.09,-25.75,0.051786213949862,0,0.471455553292551,0.242206790752069,0.234551442005518
"208",1372,79444.92,79660.91,0,0.09,0.44,0.44,4.89,-25.17,0.0547749923897494,0.000943748097437341,0.407099969558997,0.274275144594762,0.262849893456491
"209",1377,79660.91,79876.89,0,0.09,0.5,0.5,5.56,-25.23,0.0633260710742606,0.00943500496035113,0.332,0.275326801658271,0.320586051232856
"210",1382,79876.89,80092.87,0,0.01,0.5,0.5,50,-25.08,0.068,0.144693383352933,0.1061898874559,0.681712838218128,0
"211",1387,80092.87,80308.86,-0.01,0.08,0.53,0.53,6.63,-24.88,0.0620630288576308,0.167677060406769,0.175378173145785,0.594881737589815,0
"212",1392,80308.86,80524.84,-0.01,0.11,0.69,0.69,6.27,-25.24,0.0443596593235975,0.097793805584933,0.23645187781553,0.570679364505751,0.0508512587025481
"213",1397,80524.84,80740.82,0,0.08,0.69,0.69,8.63,-25.51,0.0278420281060165,0,0.405932088333195,0.403473915681951,0.162751967878838
"214",1402,80740.82,80956.8,0,0.01,0.69,0.69,69,-25.89,0.0153239579432397,0,0.320887495318876,0.480731280427304,0.18273330836734
"215",1407,80956.8,81180.65,0,0.09,0.77,0.77,8.56,-25.66,0.019,0,0.209784320037843,0.379730400047304,0.392485279914854
"216",1412,81180.65,81406.45,0,0.11,1.47,1.47,13.36,-25.7,0.0160001071714292,0,0.192992390828526,0.536010502800062,0.255996892028553
"217",1417,81406.45,81632.26,0,0.16,1.16,1.16,7.25,-25.78,0.0150000356500004,0,0.426998752249986,0.408003279800037,0.148997967949977
"218",1422,81632.26,81858.06,0,0.16,1.38,1.38,8.63,-25.65,0.013,0.0840011598428666,0.36999759439998,0.532001331671439,0
"219",1427,81858.06,82083.87,0,0.17,2.21,2.21,13,-25.7,0.0100001000857151,0.228993194171377,0.527995996571398,0.146009808400075,0.0870009007714354
"220",1432,82083.87,82309.68,-0.01,0.21,3.16,3.16,15.05,-25.71,0.0109999785214282,0.24500109540716,0.44500036513572,0.106999548949993,0.190999033464271
"221",1437,82309.68,82535.48,0,0.22,3.4,3.4,15.45,-26.03,0.0120000571285715,0.335994058628562,0.464001428214288,0.0380086264142997,0.149995829614279
"222",1442,82535.48,82761.29,0,0.22,2.69,2.69,12.23,-25.89,0.0120000856928578,0.441983375585594,0.22602185167873,0.319985346521322,9.34052149639819e-06
"223",1447,82761.29,82987.1,0,0.36,4.62,4.62,12.83,-26.08,0.0140000070857145,0.387000503085728,0.42499911428569,0.0500005810285873,0.12399979451428
"224",1452,82987.1,83212.9,0,0.48,7.65,7.65,15.94,-26.18,0.015,0.233997210664264,0.437006794535767,0.176998498049988,0.13699756827141
"225",1457,83212.9,83438.71,0,0.56,9.73,9.73,17.38,-26.2,0.013,0.347003576071456,0.23001308842153,0.409983263985584,0
"226",1462,83438.71,83664.52,-0.01,1.36,20.04,20.04,14.74,-25.34,0.009,0.917999610285704,0,0.0570004109714398,0.0159999787428566
"227",1467,83664.52,83890.32,0,0.57,10.29,10.29,18.05,-26.25,0.0189998286142845,0.325007455278626,0.547992544721374,0.109000171385716,0
"228",1472,83890.32,84116.13,0,0.56,9.29,9.29,16.59,-27.32,0.0240003999000006,0.359011825614305,0.463988288642838,0.0370021708857178,0.115997314957139
"229",1477,84116.13,84341.94,0,0.35,5.28,5.28,15.09,-26.83,0.0230000214785718,0.219001439064308,0.326002255250035,0.430996327164228,0
"230",1482,84341.94,84567.74,0,0.35,4.4,4.4,12.57,-27.28,0.0249997998285699,0.115000900771435,0.650987389199904,0.136006805828623,0.0730050042857525
"231",1487,84567.74,84793.55,0,0.39,4.85,4.85,12.44,-27.12,0.0300006873142913,0.116009579442935,0.721986726242749,0.0320073027143451,0.0999957042856793
"232",1492,84793.55,85019.35,0,0.45,7.38,7.38,16.4,-28.5,0.0589998573999984,0.464998787899986,0.268999500899994,0.207001853800021,0
"233",1497,85019.35,85245.16,-0.01,0.62,11.29,11.29,18.21,-27.47,0.053000535857146,0.237000107171429,0.450002036257155,0.25999732071427,0
"234",1502,85245.16,85696.77,0,0.33,5.19,5.19,15.73,-27.04,0.0499999714357141,0.260001313957152,0.455998486092846,0.234000228514287,0
"235",1512,85696.77,85922.58,0,0.79,14.73,14.73,18.65,-27.12,0.143999443328568,0.0520025050214419,0.343996288857123,0.371003711142877,0.0889981444285615
"236",1517,85922.58,86148.39,0,0.75,13.92,13.92,18.56,-26.98,0.22299943867869,0.0760011658211819,0.417998891750234,0.283999150821608,1.33853543110574e-06
"237",1522,86148.39,86374.19,0,0.78,17.75,17.75,22.76,-26.4,0.399999229428568,0.016001091642862,0.382999100999996,0.157996596642842,0.044003981285732
"238",1527,86374.19,86600,0,0.49,8.26,8.26,16.86,-26.95,0.195998663678564,0.251023267714413,0.202996541285695,0.349981527321328,0
"239",1532,86600,86825.81,0,0.39,5.23,5.23,13.41,-27.06,0.22,0.008,0.36,0.057,0.355
"240",1537,86825.81,87051.61,0,0.39,5.14,5.14,13.18,-27.21,0.0890158000358004,0.368997170142842,0.340990174107089,0.0620007074642896,0.138996148249979
"241",1542,87051.61,87277.42,0,0.36,4.42,4.42,12.28,-26.63,0.304001541142864,0.113000834785718,0.141006549857172,0.441981827357062,9.24685718411977e-06
"242",1547,87277.42,87503.23,0,0.25,2.4,2.4,9.6,-25.42,0.107999740928626,0.225000662071288,0.220000259071374,0.279999784107189,0.165999568214377
"243",1552,87503.23,87729.03,0,0.2,1.68,1.68,8.4,-25.86,0.103581441199999,0.389193288028572,0.273709464942857,0.200612681771429,0.032903124057143
"244",1557,87729.03,87954.84,0,0.19,1.56,1.56,8.21,-27.04,0.1464834412,0.375161430885714,0.262258179228571,0.188677538914286,0.0274194097714286
"245",1562,87954.84,88180.65,0,0.2,1.91,1.91,9.55,-26.86,0.189387341199999,0.361128952314286,0.250806386371429,0.176741867485714,0.0219354526285715
"246",1567,88180.65,88406.45,0,0.19,1.77,1.77,9.32,-26.79,0.232291241199999,0.347096473742858,0.239354593514286,0.164806196057143,0.0164514954857144
"247",1572,88406.45,88632.26,0,0.22,2.26,2.26,10.27,-26.87,0.275193241199999,0.3330646166,0.2279033078,0.1528710532,0.0109677812000001
"248",1577,88632.26,88858.06,0,0.19,1.8,1.8,9.47,-26.72,0.318097141199999,0.319032138028572,0.216451514942857,0.140935381771429,0.00548382405714298
"249",1582,88858.06,89083.87,0,0.2,1.86,1.86,9.3,-26.42,0.3609991412,0.305000280885714,0.205000229228572,0.129000238914286,1.09771428627448e-07
"250",1587,89083.87,89309.68,0,0.17,1.53,1.53,9,-26.52,0.225001890114315,0.0940015035000235,0.366999398599991,0,0.312997229264242
"251",1592,89309.68,89535.48,0,0.18,1.59,1.59,8.83,-26.7,0.277994287142848,0.0129992573285702,0.350001542471431,0.106003541971434,0.253001371085717
"252",1597,89535.48,89761.29,0,0.2,1.67,1.67,8.35,-26.33,0.0920004284642888,0,0.275997771985698,0.404000428464289,0.228001371085724
"253",1602,89761.29,89987.1,0,0.19,1.54,1.54,8.11,-26.47,0.095000014171429,0,0.369999163885691,0.244002883885793,0.290997938057086
"254",1607,89987.1,90212.9,0,0.2,1.68,1.68,8.4,-26.48,0.0869997854357126,0,0.388995422628536,0.241003075421452,0.283001716514299
"255",1612,90212.9,90438.71,0,0.27,2.79,2.79,10.33,-27.63,0.0370006436928622,0,0.444998569571417,0.280001072821437,0.237999713914283
"256",1617,90438.71,90664.52,0,0.28,2.63,2.63,9.39,-27.2,0.0260000212571434,0,0.607999617371418,0.0870002480000068,0.278000127542861
"257",1622,90664.52,90890.32,0,0.26,2.37,2.37,9.12,-27.24,0.0280000856928578,0,0.402006341271475,0.304990659478504,0.265002913557164
"258",1627,90890.32,91116.13,-0.01,0.22,1.92,1.92,8.73,-27.95,0.0309999428714285,0,0.46100148534286,0.272995772485707,0.235002856428576
"259",1632,91116.13,91341.94,-0.01,0.23,2.18,2.18,9.48,-27.35,0.0689993341642753,0,0.578000622878581,0.0470001073928588,0.304999957042856
"260",1637,91341.94,134145.92,0,0.18,1.74,1.74,9.67,-27.11,0.0319997998285699,0,0.430985987999893,0.320017314828704,0.216996897342833
"261",2622,134145.92,134360.52,0,0.16,1.42,1.42,8.88,-25.75,0.015,0.00167961915834437,0.423507005192583,0.277253502596291,0.283373248701854
"262",2627,134360.52,134575.11,0,0.16,1.06,1.06,6.63,-25.99,0.015,0.164648408225122,0.287126272849001,0.34132993906933,0.191895379856547
"263",2632,134575.11,134789.7,0,0.15,0.95,0.95,6.33,-26.41,0.0196205233069567,0.117692150395649,0.355501651715133,0.200581406332345,0.305928372911308
"264",2637,134789.7,135004.29,0,0.16,1.04,1.04,6.5,-26.54,0.019892714788404,0.0180239155481283,0.393992028150624,0.279773471802744,0.287532440133292
"265",2642,135004.29,135218.88,0,0.14,0.71,0.71,5.07,-26.79,0.0354613254722246,0,0.275721061249676,0.228660146305918,0.460080117916631
"266",2647,135218.88,135433.48,0,0.13,0.7,0.7,5.38,-26.68,0.0269700640446758,0,0.121257310123616,0.584419798835397,0.267352826996311
"267",2652,135433.48,135648.07,0,0.14,0.69,0.69,4.93,-27.04,0.0301976115653804,0,0.171766561915325,0.373005971086549,0.425029855432745
"268",2657,135648.07,135862.66,0,0.14,0.75,0.75,5.36,-26.77,0.0298280836421396,0,0.281267337215469,0.382230412916876,0.306008999470618
"269",2662,135862.66,136077.25,0,0.14,0.8,0.8,5.71,-26.95,0.019,0,0.145580516248598,0.642677371891475,0.192006085266405
"270",2667,136077.25,136291.85,0,0.14,0.81,0.81,5.79,-27.29,0.021,0,0.197735070947387,0.668291605684068,0.112973323368544
"271",2672,136291.85,136506.44,0,0.14,0.96,0.96,6.86,-27.48,0.0211264930960124,0,0.283510871737127,0.695362635166861,0
"272",2677,136506.44,136721.03,0,0.14,0.93,0.93,6.64,-27.38,0.023326355370099,0,0.283639110329179,0.617485239622573,0.0755492946781489
"273",2682,136721.03,136935.62,0,0.22,2.05,2.05,9.32,-28.31,0.0254357155920791,0,0.174428623683164,0.589978358491109,0.210375160029688
"274",2687,136935.62,137150.21,0,0.19,1.33,1.33,7,-27.16,0.0259199425624991,0,0.193797702499965,0.511049362312642,0.269692963906143
"275",2692,137150.21,137364.81,0,0.22,1.59,1.59,7.23,-28.1,0.0264041695329192,0,0.213166781316767,0.432120366134176,0.329010767782598
"276",2697,137364.81,137579.4,0,0.2,1.17,1.17,5.85,-27.43,0.0268884190685552,0,0.23253676274221,0.353187691825496,0.388331335898017
"277",2702,137579.4,137793.99,0,0.19,1.01,1.01,5.32,-27.08,0.0264291408463867,0,0.253171612742528,0.394247563292091,0.326580823965381
"278",2707,137793.99,138008.58,0,0.19,1.01,1.01,5.32,-26.77,0.0167297927111567,0,0.196313626880082,0.624534404550583,0.163130258773716
"279",2712,138008.58,138223.18,0,0.18,0.97,0.97,5.39,-26.5,0.017154698512545,0,0.372864584955193,0.41464095537635,0.195185062643368
"280",2717,138223.18,139296.14,0,0.19,1.11,1.11,5.84,-26.68,0.015008477875004,0.00495761062497988,0.196449716625688,0.780642761498407,0.00195838912592947
"281",2742,139296.14,139510.73,0,0.21,2.27,2.27,10.81,-26.84,0.0086516675489627,0,0.421960825833817,0.502003176283693,0.0667146638433194
"282",2747,139510.73,139725.32,0,0.24,2.25,2.25,9.38,-26.63,0.0105448947339667,0,0.49309347695769,0.238551052660333,0.257810575648011
"283",2752,139725.32,139939.91,0,0.01,0.06,0.06,6,-26.97,0.015,0.00341918381963122,0.579,0.123083836763926,0.279496979416443
"284",2757,139939.91,140154.51,0,0.16,0.86,0.86,5.38,-26.51,0.0254593351100405,0.0234260906120658,0.440153457702835,0.442756010660243,0.0686644410248557
"285",2762,140154.51,140369.1,0,0.16,0.82,0.82,5.13,-26.77,0.0177809304099825,0,0.273328604385026,0.523363244991068,0.185417685418915
"286",2767,140369.1,140583.69,0,0.15,0.81,0.81,5.4,-26.73,0.0177125808016989,0,0.513687344462433,0.288063774629689,0.180214445306603
"287",2772,140583.69,140798.28,0,0.14,0.85,0.85,6.07,-26.98,0.0247402668175235,0.115246392306302,0.391922497839727,0.307856701707702,0.160234141328745
"288",2777,140798.28,141012.88,0,0.15,0.89,0.89,5.93,-27.38,0.038,0,0.653905869103209,0.0306492421312994,0.277444888765492
"289",2782,141012.88,141227.47,0,0.19,1.81,1.81,9.53,-27.29,0.0412315281673877,0,0.674083753506489,0,0.284684718326123
"290",2787,141227.47,141442.06,0,0.19,1.44,1.44,7.58,-27.42,0.0410471536782772,0.102546298626969,0.445302467582021,0.134481309538951,0.276622770573782
"291",2792,141442.06,141656.65,0,0.19,1.67,1.67,8.79,-26.92,0.0339570865457226,0,0.643392716364307,0.0156437018141605,0.30700649527581
"292",2797,141656.65,141871.24,0,0.19,1.73,1.73,9.11,-27,0.0268198652674419,0,0.581540404197674,0.0850900673662791,0.306459595802326
"293",2802,141871.24,142086.39,0,0.19,1.65,1.65,8.68,-27.09,0.0183413224620288,0,0.354647119424333,0.574106576499174,0.0525636591524352
"294",2807,142086.39,142302.38,0,0.18,1.84,1.84,10.22,-27.34,0.164307758781531,0,0.257604371863739,0,0.578966994981982
"295",2812,142302.38,142518.36,0,0.19,2.01,2.01,10.58,-27.46,0.206252000824871,0.00296399988216131,0.171593717164345,0.0326039987037744,0.586586283424848
"296",2817,142518.36,142734.34,0,0.2,2.23,2.23,11.15,-27.45,0.205822788290633,0.0331857943888667,0.0947340449559438,0.108059528836475,0.558923580764537
"297",2822,142734.34,142950.32,0,0.16,1.59,1.59,9.94,-26.97,0.230046438777228,0.00411218367326729,0.149560918366336,0,0.616280459183168
"298",2827,142950.32,143166.31,0,0.19,2.02,2.02,10.63,-27.05,0.35053572024785,0.119276784048395,0.160392849076439,0.0948125042962446,0.275312499386251
"299",2832,143166.31,143382.29,0,0.2,2.29,2.29,11.45,-27.63,0.0508734202075943,0.431177206799369,0.244670899904743,0.184177169974378,0.0884683918768895
"300",2837,143382.29,143814.25,0,0.22,2.44,2.44,11.09,-27.52,0.0521578589455342,0.452218207751974,0.250652232085801,0.231072282560757,0.0148346385748211
"301",2847,143814.25,144030.24,0,0.16,1.05,1.05,6.56,-26.58,0.0171414644565137,0.252455252717638,0.490359377608478,0.0226731658696029,0.217370739347767
"302",2852,144030.24,144246.22,0,0.16,1.18,1.18,7.38,-25.23,0.0233695658578251,0.0561086386535688,0.585353311303724,0.0950869168148457,0.23923917590558
"303",2857,144246.22,144462.2,0,0.18,1.23,1.23,6.83,-26.09,0.0191447001463181,0,0.69585808873351,0.016206416387622,0.26879079473255
"304",2862,144462.2,144678.19,0,0.66,10.46,10.46,15.85,-28.32,0.0194470088281797,0,0.558963256017212,0.421589735154608,0
"305",2867,144678.19,144894.17,0,0.69,12.3,12.3,17.83,-28.05,0.0217495654650262,0,0.427285197332882,0.5058870209068,0.0450782162952924
"306",2872,144894.17,145110.15,0,0.63,12.71,12.71,20.17,-27.86,0.019,0.0402305883161781,0.481325636090458,0.459495649740252,0
"307",2877,145110.15,145326.13,0,0.45,6.3,6.3,14,-28.01,0.022,0.0131047646637144,0.58228930700264,0.160444821423315,0.222161106910331
"308",2882,145326.13,145542.12,0,0.74,13.73,13.73,18.55,-28,0.021,0,0.629831915980087,0.0321680840199125,0.31634350848939
"309",2887,145542.12,145758.1,0,0.62,15,15,24.19,-28.61,0.0239180913849138,0.263266396943968,0.438327634460345,0.274487877210773,0
"310",2892,145758.1,145974.08,0,0.19,2.5,2.5,13.16,-27.68,0.0356932281284061,0,0.681717159466965,0.282589612404629,0
"311",2897,145974.08,146190.06,0,0.14,1.42,1.42,10.14,-26.72,0.0278590842215405,0,0.553332496621563,0.411917135563167,0.00786779763065294
"312",2902,146190.06,146406.05,0,0.13,1.24,1.24,9.54,-26.71,0.0265335069154796,0,0.537646498499842,0.354696381851536,0.0818791972190557
"313",2907,146406.05,146622.03,0,0.12,1.05,1.05,8.75,-26.82,0.0252078682344162,0,0.521959774107258,0.297472978785632,0.15589402357843
"314",2912,146622.03,146838.01,0,0.12,1.04,1.04,8.67,-26.09,0.0238822909283552,0,0.506273775985537,0.240252225074001,0.229905423166833
"315",2917,146838.01,147054,0,0.16,1.06,1.06,6.63,-26.57,0.0225567136222943,0,0.490587777863816,0.18303147136237,0.303916822755236
"316",2922,147054,147269.98,0,0.15,1.09,1.09,7.27,-26.62,0.0192270997613745,0.0378963032612151,0.44325129132994,0.245298314397072,0.254402691170857
"317",2927,147269.98,147485.96,0,0.17,1.14,1.14,6.71,-26.66,0.022,0,0.560171776339684,0.172388395706713,0.245439827953603
"318",2932,147485.96,147701.94,0,0.16,1.19,1.19,7.44,-26.82,0.0236803172841808,0,0.697033019748022,0.0019180962949152,0.278048883957062
"319",2937,147701.94,147917.93,0,0.17,1.32,1.32,7.76,-26.63,0.021,0,0.660017374033958,0.314100522423974,0.00488210354206847
"320",2942,147917.93,148133.91,0,0.16,1.2,1.2,7.5,-26.7,0.0182889043826666,0.0422405212455565,0.468093044494443,0.472092347274445,0
"321",2947,148133.91,148349.89,0,0.16,1.15,1.15,7.19,-26.46,0.00941250871524943,0.452086445454819,0.210537595867744,0.327375958677437,0
"322",2952,148349.89,148479.48,0,0.14,1.45,1.45,10.36,-26.24,0.00911020003338775,0.394783203872979,0.155167597929959,0.440938998163674,0
"323",2955,148479.48,148565.87,NA,NA,NA,NA,NA,NA,0.012,0.206934206003938,0.232567154065978,0.54856987420581,0
"324",2957,148565.87,149645.79,0,0.17,1.44,1.44,8.47,-26.22,0.0128078913515267,0.136768434593893,0.25461060756336,0.596620957842746,0
"325",2982,149645.79,149861.77,0,0.16,1.15,1.15,7.19,-26.88,0.0135917089744968,0.324153891665771,0.363721742951681,0.101278257048319,0.197254399359732
"326",2987,149861.77,150077.75,0,0.15,1.27,1.27,8.47,-26.83,0.012,0.175122629697643,0.465180317284177,0.346697053018181,0
"327",2992,150077.75,150293.74,0,0.15,1.19,1.19,7.93,-26.51,0.013,0.0669778338062974,0.384705154517688,0.535317011676015,0
"328",2997,150293.74,150509.72,0,0.15,1.3,1.3,8.67,-26.46,0.0123886829416794,0.0630232218436601,0.373237462315727,0.551350632898933,0
"329",3002,150509.72,150725.7,0,0.14,1.37,1.37,9.79,-26.3,0.016,0,0.323959823927406,0.566023099093612,0.0950170769789827
"330",3007,150725.7,150941.68,0,0.13,1.05,1.05,8.08,-26.33,0.003,0,0.319444524368346,0.606944919623181,0.0706105560084733
"331",3012,150941.68,151157.67,0,0.1,0.49,0.49,4.9,-26.78,0.0117748441051341,0,0.375709433460575,0.46340002658954,0.149018840331609
"332",3017,151157.67,151373.65,0,0.15,1.38,1.38,9.2,-26.12,0.0134063993920666,0,0.375097600227975,0.495827187917324,0.115368012538626
"333",3022,151373.65,151589.63,0,0.13,0.89,0.89,6.85,-26.33,0.0150378791405347,0,0.374485795322299,0.528252847918128,0.081718742726471
"334",3027,151589.63,151805.62,0,0.14,1.05,1.05,7.5,-26.5,0.0166693588890031,0,0.373873990416624,0.560678507918936,0.0480694729143118
"335",3032,151805.62,152021.6,0,0.16,1.32,1.32,8.25,-26.33,0.0183009141759354,0,0.373262157184024,0.593105669246716,0.0144186451213328
"336",3037,152021.6,152237.58,0,0.1,0.49,0.49,4.9,-26.66,0.0220605599363663,0,0.404666920349985,0.449031802068096,0.123270997613736
"337",3042,152237.58,152453.56,NA,0.11,0.57,0.57,5.18,-26.57,0.0233348226999114,0,0.332669645399823,0.554229822356161,0.089433120894061
"338",3047,152453.56,152669.55,0,0.12,0.77,0.77,6.42,-27.13,0.0276348973319062,0,0.258461878762284,0.714538121237716,0
"339",3052,152669.55,152885.53,0,0.11,0.56,0.56,5.09,-26.75,0.0219374515137529,0,0.398621605962702,0.569182990779018,0.0102579517445271
"340",3057,152885.53,153101.51,0,0.13,0.71,0.71,5.46,-27.06,0.025760237349386,0,0.256350743373947,0.691754890359738,0.026134128916929
"341",3062,153101.51,153317.49,0,0.12,0.61,0.61,5.08,-26.86,0.0240841426649518,0,0.312355994618651,0.495045294747264,0.168056639301609
"342",3067,153317.49,153533.48,0,0.15,0.8,0.8,5.33,-26.89,0.116599420129034,0,0.316443800143371,0.567956779727595,0
"343",3072,153533.48,153749.46,0,0.15,0.85,0.85,5.67,-26.96,0.0483551844686812,0,0.299265329019078,0.505706131607631,0.147673354904609
"344",3077,153749.46,155045.36,0,0.14,0.87,0.87,6.21,-26.88,0.034652271365864,0,0.327017383853965,0.462563658146176,0.17621592951204
"345",3107,155045.36,155261.34,0,0.16,1.28,1.28,8,-26.44,0.0486820578790781,0.00147282315163123,0.132154881030709,0.817426649514397,0
"346",3112,155261.34,155477.32,0,0.18,1.36,1.36,7.56,-26.54,0.0403953826362776,0,0.322341028939537,0.244123614152576,0.393139974271609
"347",3117,155477.32,155693.3,0,0.18,1.51,1.51,8.39,-26.49,0.0448682057879075,0,0.303589710604623,0.250224141486545,0.401449736333017
"348",3122,155693.3,155909.29,0,0.18,1.33,1.33,7.39,-26.39,0.0685115434093059,0.0680178134789728,0.19111707403285,0.591336109120162,0.0818469454889399
"349",3127,155909.29,156125.27,0,0.18,1.42,1.42,7.89,-26.47,0.073,0,0.224768238193922,0.147454292812735,0.554777468993343
"350",3132,156125.27,156341.25,0,0.19,1.42,1.42,7.47,-26.52,0.076,0,0.279825095990506,0.0628055640116522,0.581369339997842
"351",3137,156341.25,156557.24,0,0.18,1.87,1.87,10.39,-26.41,0.079,0,0.240768847033899,0.0922311529661009,0.588922311529661
"352",3142,156557.24,156773.22,0,0.18,2.5,2.5,13.89,-26.59,0.082,0,0.242099832568867,0.224870358822903,0.451649565956045
"353",3147,156773.22,156989.2,0,0.19,1.88,1.88,9.89,-26.65,0.0846825513340469,0,0.383301319316921,0.0783013193169214,0.45371481003211
"354",3152,156989.2,157205.18,0,0.24,2.14,2.14,8.92,-26.36,0.0899697200318176,0,0.0481052188386587,0.349076460970436,0.513818320190905
"355",3157,157205.18,157421.17,0,0.27,2.44,2.44,9.04,-27.38,0.084148674791079,0.00641548172007221,0.0815132520892098,0.372672107764677,0.455250483634962
"356",3162,157421.17,157637.15,0,0.26,2.32,2.32,8.92,-27.6,0.0396924940834477,0.104380949692196,0.32810680967853,0.418044924042396,0.110364545383047
"357",3167,157637.15,157853.13,0,0.27,2.53,2.53,9.37,-28.03,0.0417557790696548,0.0624422093034519,0.241475383716537,0.511051677746817,0.142382918602061
"358",3172,157853.13,158069.11,0,0.26,2.48,2.48,9.54,-27.85,0.109950752702941,0.029003662859772,0.371918803334867,0.131826618090418,0.357300163012002
"359",3177,158069.11,158285.1,0,0.25,2.36,2.36,9.44,-27.95,0.0535234403385966,0.018376101067418,0.452906238645614,0.147745504895237,0.326945366433335
"360",3182,158285.1,158717.06,0,0.26,2.53,2.53,9.73,-27.74,0.130954120962754,0.00120476662771405,0.426503078569814,0.015862760598235,0.42527447880353
"361",3192,158717.06,158933.05,0,0.25,2.68,2.68,10.72,-28.15,0.411519718558818,0.0125197185588178,0.225653520960788,0,0.350903218995806
"362",3197,158933.05,159149.03,0,0.31,4.35,4.35,14.03,-27.66,0.168592141054485,0,0.151320235090808,0.164978283071294,0.515109340783413
"363",3202,159149.03,159365.01,0,0.24,2.3,2.3,9.58,-27.87,0.0580086857894791,0,0.188982628421042,0.132008685789479,0.621
"364",3207,159365.01,159580.99,0,0.26,2.33,2.33,8.96,-28.44,0.0777319336560838,0,0.0283298341402095,0.253943480993392,0.639683756738974
"365",3212,159580.99,159796.98,0,0.31,3.46,3.46,11.16,-28.22,0.0793596672984175,0,0.0749750522915094,0.19229105987252,0.653760914929352
"366",3217,159796.98,160012.96,0,0.23,2.17,2.17,9.43,-28.12,0.090588981469658,0,0.0664400660885834,0.104411018530342,0.738475793701465
"367",3222,160012.96,160228.94,0,0.31,3.56,3.56,11.48,-27.83,0.139618021662918,0,0.0622732611236053,0.0773812442921243,0.720945641393262
"368",3227,160228.94,160444.92,0,0.34,4.84,4.84,14.24,-27.98,0.306544334842349,0,0.0119709745367455,0.136385685386854,0.545099005234052
