"","depth","upper_age","lower_age","TIC_percent","N_percent","C_percent","TOC_percent","TC_TN","d13C","LOI375","sand","coarsesilt","finesilt","clay"
"64",557,44093.68,45183.01,0,0.63,7.64,7.64,12.13,-23.01,0.106593831818621,0.110418464031544,0.387729288733404,0.125723039526836,0.268639991897481
"65",582,45183.01,45400.87,0,0.57,6.26,6.26,10.98,-21.41,0.0963893657910478,0.0303142381253828,0.396483364143299,0.187778731582096,0.289034300358175
"66",587,45400.87,45618.74,0,0.37,3.77,3.77,10.19,-23.91,0.0890068826109074,0.00647936385807256,0.359149092060875,0.173013765221815,0.37235089624833
"67",592,45618.74,45836.6,0,0.55,6.15,6.15,11.18,-23.47,0.0904457538976327,0.0874371495483796,0.370083800602161,0.21519117136171,0.236842124590117
"68",597,45836.6,46054.47,0,0.55,6.55,6.55,11.91,-23.25,0.0747258796686405,0.181744040899404,0.224570658272197,0.511125992899439,0.00683342826031921
"69",602,46054.47,46272.33,0,0.43,4.8,4.8,11.16,-23.56,0.105903163816586,0.00781514881456874,0.179213039603512,0.200832791177364,0.506575645666864
"70",607,46272.33,46490.2,0,0.36,4.24,4.24,11.78,-23.78,0.108496854842214,0.238718241915159,0.40292704835696,0,0.249857854885666
"71",612,46490.2,46708.06,0,0.35,4.31,4.31,12.31,-23.52,0.0846461407810634,0,0.63200709396451,0,0.283346765254427
"72",617,46708.06,46925.93,0,0.28,3.19,3.19,11.39,-23.35,0.0787450341183375,0.26698013647335,0.483685443538388,0,0.170171063909371
"73",622,46925.93,47143.79,0,0.28,2.56,2.56,9.14,-25.07,0.0786669269527042,0.221878303923361,0.55200858943924,0.0362363644302636,0.111987506270197
"74",627,47143.79,47361.66,0,0.25,2.13,2.13,8.52,-25.55,0.0587063697219661,0.237430903230699,0.53770544913603,0.0255327691957666,0.140624508715538
"75",632,47361.66,47579.52,0,0.24,1.9,1.9,7.92,-26,0.0484899261656847,0.0507783756450639,0.499597380398381,0.400637675735642,0
"76",637,47579.52,47797.39,0,0.25,1.99,1.99,7.96,-25.73,0.0437124478895537,0,0.456836926785091,0.277738177435802,0.222568671834331
"77",642,47797.39,48015.25,0,0.28,2.33,2.33,8.32,-25.3,0.0366467791420191,0,0.485720705472986,0.350558589054028,0.127073926330967
"78",647,48015.25,48233.12,0,0.3,2.65,2.65,8.83,-25.07,0.0371503498737763,0.0025489503786712,0.430994767868359,0.438428291850869,0.090877640028325
"79",652,48233.12,48450.98,0,0.34,3.23,3.23,9.5,-24.78,0.040869088078902,0,0.381850927487137,0.407250849656943,0.170963678816469
"80",657,48450.98,48668.85,0,0.39,4.05,4.05,10.38,-24.3,0.043,0,0.457470062526163,0.309059449373616,0.190470488100221
"81",662,48668.85,48886.71,0,0.46,5.34,5.34,11.61,-23.4,0.0466930099368753,0.00658359440031546,0.45439514905313,0.298279602524988,0.194048644084692
"82",667,48886.71,49104.58,0,0.37,4.19,4.19,11.32,-23.26,0.0549476923044151,0.278855384481021,0.200452307908601,0.462357692016843,0.00338692328912005
"83",672,49104.58,49322.44,0,0.4,4.35,4.35,10.88,-24.32,0.0666275539763263,0.283097485620373,0.235580858202499,0.324562164471776,0.0901319377290258
"84",677,49322.44,50411.76,0,0.5,5.74,5.74,11.48,-24.41,0.090267972086778,0.224111050950452,0.466908530351218,0.140117487810021,0.0783269867147531
"85",702,50411.76,50629.63,0,0.61,6.74,6.74,11.05,-20.88,0.112693261233805,0,0.406040743200496,0.162681641702655,0.318584353863044
"86",707,50629.63,50847.49,0,0.5,5.64,5.64,11.28,-21.34,0.123684229383601,0,0.383081831954256,0.138257268036442,0.354976670625701
"87",712,50847.49,51065.36,0,0.43,4.37,4.37,10.16,-23.13,0.134674693059713,0,0.360123974497488,0.113834015422859,0.39136731701994
"88",717,51065.36,51283.22,0,0.36,3.44,3.44,9.56,-24.5,0.126666288378613,0.112607264579055,0.253648694363057,0.207097616423155,0.300587968267256
"89",722,51283.22,51501.09,0,0.32,3.15,3.15,9.84,-24.73,0.108706725857942,0.062881908974027,0.405576381794805,0.328769811341657,0.0940325860157842
"90",727,51501.09,51718.95,0,0.5,5.46,5.46,10.92,-23.5,0.0871179070190949,0.129569883925625,0.463796201357457,0.163417751848577,0.156098255849246
"91",732,51718.95,51936.82,0,0.28,2.97,2.97,10.61,-24.4,0.091945518863709,0.188891037727418,0.369108962272582,0.141745459905309,0.208995386207309
"92",737,51936.82,52154.68,0,0.29,2.84,2.84,9.79,-24.54,0.0631829363155604,0.0708627977633297,0.577771329605549,0.0057255955266594,0.282457340788901
"93",742,52154.68,52372.55,0,0.6,6.91,6.91,11.52,-23.77,0.058,0.0817840520946845,0.589189368063123,0.035568104189369,0.235458475652823
"94",747,52372.55,52590.41,0,0.58,6.83,6.83,11.78,-23.47,0.0667062995824138,0.146528306106604,0.51535385908131,0.0426464955637414,0.22852972468681
"95",752,52590.41,52808.28,0,0.55,6.35,6.35,11.55,-23.3,0.0912309409742934,0.165184026449477,0.496928511879868,0.0259717947548974,0.220684725941463
"96",757,52808.28,53026.14,0,0.52,5.96,5.96,11.46,-23.16,0.0779345442524509,0.0860872192340664,0.409170921412378,0.358647275431985,0.0686764036060065
"97",762,53026.14,53244.01,0,0.58,6.82,6.82,11.76,-22.86,0.116686435905322,0,0.527406922840327,0.117241346449591,0.238665294804759
"98",767,53244.01,53461.87,0,0.57,7.34,7.34,12.88,-20.18,0.118797412944776,0,0.583577513250732,0.0263363171791263,0.271288756625366
"99",772,53461.87,53679.74,0,0.39,4.7,4.7,12.05,-20.27,0.117686506834317,0,0.672437831055228,0,0.210437831055228
"100",777,53679.74,53897.6,0,0.8,9.88,9.88,12.35,-20.83,0.110607690153116,0.00204001120379899,0.670018445163678,0,0.21725539151003
"101",782,53897.6,54115.47,0,0.78,9.46,9.46,12.13,-21.51,0.117313280019425,0,0.52015247990611,0.0996587200615139,0.263156640009713
"102",787,54115.47,54333.33,0,0.83,10.54,10.54,12.7,-21.03,0.133438043842213,0.0987853288165996,0.52623559864498,0.0774834232761268,0.16405760542008
"103",792,54333.33,54551.2,0,0.93,12.4,12.4,13.33,-19.62,0.0970002837160411,0.313003617379524,0.397994680324229,0.119004184811606,0.0719973756266198
"104",797,54551.2,55422.66,0,0.82,10.58,10.58,12.9,-20.55,0.155562239873767,0.158145289846143,0.502236473435904,0.000359440031558152,0.184055996844185
"105",817,55422.66,55640.52,0,0.14,0.77,0.77,5.5,-25.95,0.216189368063123,0,0.508106319368775,0.0295016545838833,0.245405315968439
"106",822,55640.52,55858.39,0,0.11,0.7,0.7,6.36,-26.05,0.18678461969377,0.0194123154487867,0.403861521224918,0.39078461969377,0
"107",827,55858.39,56076.25,0,0.18,0.93,0.93,5.17,-25.63,0.101321599913288,0.0353928239581229,0.327757323003224,0.504326684635968,0.0312015684893978
"108",832,56076.25,56294.12,0,0.16,0.71,0.71,4.44,-26.02,0.0720289613303959,0.101518780363067,0.405774350516074,0.331181088259865,0.0894968195305984
"109",837,56294.12,56511.98,0,0.17,0.7,0.7,4.12,-26.13,0.0427349781850057,0.167647772018007,0.48379495909142,0.158027544321271,0.147794746384296
"110",842,56511.98,56729.85,0,0.15,0.71,0.71,4.73,-25.99,0.0151896520324994,0.313896884555059,0.442361632517423,0.108991801628824,0.119560029266194
"111",847,56729.85,56947.71,0,0.14,0.65,0.65,4.64,-26.11,0.0149541949921147,0,0.521854874802868,0.23464898028387,0.228541949921147
"112",852,56947.71,57165.58,0,0.13,0.66,0.66,5.08,-26.07,0.0181760074635205,0.040548453566525,0.404785754557936,0.386900468493566,0.149275538969955
"113",857,57165.58,57383.44,0,0.12,0.6,0.6,5,-25.98,0.016673145984226,0,0.174727868662506,0.565295160469927,0.243303824883341
"114",862,57383.44,57601.31,0,0.12,0.65,0.65,5.42,-25.91,0.0160327280867744,0,0.218607262958707,0.450556377475165,0.314803631479353
"115",867,57601.31,57819.17,0,0.13,0.75,0.75,5.77,-25.98,0.015,0,0.182924023970166,0.594957430674896,0.207510642331276
"116",872,57819.17,58037.04,0,0.09,0.71,0.71,7.89,-26.01,0.0172483209740065,0,0.219033580519871,0.518395900388401,0.245322198117722
"117",877,58037.04,58254.9,0,0.09,0.67,0.67,7.44,-25.86,0.0171110479684487,0,0.206775062643294,0.595781313766873,0.180332575621384
"118",882,58254.9,58472.77,0,0.12,0.82,0.82,6.83,-26.19,0.0175881097870086,0,0.382820224391226,0.369648272058917,0.230414023833846
"119",887,58472.77,58690.63,0,0.01,0.6,0.6,60,-26.07,0.0153400020788797,0.063789986487282,0.705769980250643,0.00476002910431577,0.21034000207888
"120",892,58690.63,58908.5,0,0.09,0.65,0.65,7.22,-26.14,0.0126208378737829,0.142497850830148,0.56457304152903,0.0779624046505587,0.20234586511648
"121",897,58908.5,60869.28,0,0.09,0.78,0.78,8.67,-26.19,0.0158042001893144,0.00496155052061463,0.723804200189314,0.0120768989587707,0.243804200189314
"122",942,60869.28,61086.39,0,0.08,0.58,0.58,7.25,-26.27,0.0122139098370622,0.714073057372731,0.0142852131160829,0.258427819674124,0
"123",947,61086.39,61302.38,0.01,0.16,1.88,1.88,11.75,-26.28,0.0116304993759495,0.716724336245569,0.0133841656265825,0.257384165626583,0
"124",952,61302.38,61518.36,0.32,0.14,2.05,1.73,12.36,-26.29,0.0111878242625777,0.718790153441304,0.0126463737709629,0.256646373770963,0
"125",957,61518.36,61734.34,0,0.1,0.74,0.74,7.4,-26.27,0.0107451696443731,0.720855874992926,0.0119086160739551,0.255908616073955,0
"126",962,61734.34,61950.32,0.61,0.14,2.39,1.78,12.71,-26.18,0.0103025150261684,0.722921596544548,0.0111708583769473,0.255170858376947,0
"127",967,61950.32,62166.31,0.01,0.19,1.87,1.87,9.84,-25.75,0.00985986040796368,0.724987318096169,0.0104331006799395,0.254433100679939,0
"128",972,62166.31,62382.29,0,0.18,1.7,1.7,9.44,-25.69,0.00941718529459194,0.727053135291904,0.00969530882431989,0.25369530882432,0
"129",977,62382.29,62598.27,0,0.19,1.83,1.83,9.63,-25.99,0.0087278489162785,0.735259474925595,0.00655064024650649,0.24946203591162,0
"130",982,62598.27,62814.25,0,0.25,2.07,2.07,8.28,-25.68,0.0290126774721268,0.354393594249935,0.387627534870276,0.228516143147161,0.000450050260501217
"131",987,62814.25,63030.24,0,0.28,2.32,2.32,8.29,-25.18,0.0397848995118482,0,0.658630228132308,0.076815046176144,0.224501901139021
"132",992,63030.24,63246.22,0,0.26,2.07,2.07,7.96,-25.43,0.0502646396026522,0.0950466404304601,0.582754879867551,0.271933840099337,0
"133",997,63246.22,63462.2,0,0.25,2.13,2.13,8.52,-25.54,0.0172677069166769,0.384379774911797,0.326890262602903,0.270846691676467,0
"134",1002,63462.2,63678.19,0,0.24,1.96,1.96,8.17,-25.47,0.0287898576719005,0.00583649240837103,0.692183034069819,0.0517895716579185,0.220401044191991
"135",1007,63678.19,63894.17,0,0.2,1.63,1.63,8.15,-25.58,0.0333476390704763,0,0.289622347855229,0.494368952807661,0.182661060266633
"136",1012,63894.17,64110.15,0,0.2,1.74,1.74,8.7,-25.68,0.0306176770231769,0,0.302679317201802,0.534054508662531,0.133030820089313
"137",1017,64110.15,64326.13,0,0.23,1.87,1.87,8.13,-25.94,0.0322245700482457,0,0.271593120771931,0.696182309179823,0
"138",1022,64326.13,64542.12,0,0.2,1.66,1.66,8.3,-25.95,0.0378422470714224,0,0.336064259856636,0.425638690073413,0.199612555927106
"139",1027,64542.12,64758.1,0,0.18,1.52,1.52,8.44,-26.12,0.0415724278997243,0,0.296434567398346,0.397013990596141,0.264551442005513
"140",1032,64758.1,64974.08,0,0.18,1.65,1.65,9.17,-26.37,0.0396047798940477,0,0.32783270370833,0.462345663471442,0.17021685292618
"141",1037,64974.08,65190.06,0,0.17,1.82,1.82,10.71,-26.19,0.039935296011353,0,0.279073439460734,0.674809121788094,0.00718214273981956
"142",1042,65190.06,65406.05,0,0.14,1.26,1.26,9,-26.32,0.0327623140416231,0,0.436582479123823,0.310220496210208,0.220434710624346
"143",1047,65406.05,65622.03,0,0.12,1.06,1.06,8.83,-26.24,0.02895497053355,0,0.6978499017785,0.010657603132575,0.262537524555375
"144",1052,65622.03,65838.01,0,0.11,0.94,0.94,8.55,-26.17,0.0292224569172246,0,0.702548749400486,0.0046715952617173,0.264557198420572
"145",1057,65838.01,66054,0,0.16,1.44,1.44,9,-26.13,0.029,0,0.241906434439057,0.559620948226201,0.169520198370218
"146",1062,66054,66269.98,0,0.16,1.51,1.51,9.44,-26.32,0.0246347999763478,0,0.386604200201044,0.469988597764863,0.118772402057746
"147",1067,66269.98,66485.96,0,0.17,1.56,1.56,9.18,-26.37,0.0315246276452469,0,0.686027110010267,0.0991477658714815,0.182887934413879
"148",1072,66485.96,66701.94,0,0.17,1.69,1.69,9.94,-26.36,0.0258574759247875,0,0.705123872287111,0.0807429295317265,0.187275722256374
"149",1077,66701.94,66917.93,0,0.19,2.04,2.04,10.74,-26.19,0.0303624296736243,0.0104698312166982,0.729610618872107,0.204161708725615,0.0261403833814054
"150",1082,66917.93,67133.91,0,0.19,2.01,2.01,10.58,-26.29,0.0235893320718935,0.121325348155252,0.53419199905392,0.119263983916642,0.201629336802293
"151",1087,67133.91,67349.89,0.01,0.19,2.15,2.15,11.32,-26.13,0.016,0.0532903707889069,0.63544883919048,0.063565951193667,0.231360096885599
"152",1092,67349.89,67565.87,0,0.19,1.99,1.99,10.47,-26.23,0.0293740892337395,0,0.509179029873777,0.240697245198987,0.220812226770122
"153",1097,67565.87,67781.86,0,0.21,1.91,1.91,9.1,-25.94,0.0205851058098507,0,0.601930833010298,0.11861703732418,0.259659576760597
"154",1102,67781.86,67997.84,0,0.25,2.16,2.16,8.64,-25.63,0.0263863302388627,0.00811352281213311,0.592341744028433,0.248747722290435,0.124410680630136
"155",1107,67997.84,68213.82,0,0.3,2.64,2.64,8.8,-25.47,0.0267580879985806,0,0.740505391999054,0,0.232483824002839
"156",1112,68213.82,68429.81,0,0.3,2.64,2.64,8.8,-25.5,0.0220520258595194,0,0.710913290234134,0.0580693678126925,0.208965316093654
"157",1117,68429.81,68645.79,0,0.34,3.26,3.26,9.59,-25.56,0.0304155518471551,0,0.659229654352299,0.127334541118342,0.182307413588075
"158",1122,68645.79,68861.77,0,0.3,2.85,2.85,9.5,-25.76,0.0575719907757202,0,0.415162708679631,0.526708101467077,0
"159",1127,68861.77,69077.75,0,0.27,2.53,2.53,9.37,-25.9,0.0391727629697277,0,0.612073155636732,0.162099607332995,0.186654474060545
"160",1132,69077.75,69293.74,0,0.3,3.13,3.13,10.43,-25.56,0.04,0,0.524607101294079,0.293241123382401,0.143054500340547
"161",1137,69293.74,69509.72,0,0.29,2.99,2.99,10.31,-25.75,0.0382658121286583,0,0.57679785730397,0.206695733660967,0.178240596906404
"162",1142,69509.72,69725.7,0,0.3,3.16,3.16,10.53,-25.63,0.0343628680321606,0,0.382717284418087,0.43257388281006,0.150345964739693
"163",1147,69725.7,69941.68,0,0.4,4.09,4.09,10.23,-24.86,0.0331856598798564,0,0.216084517356841,0.533409074265098,0.217320748498205
"164",1152,69941.68,70157.67,0,0.49,5.66,5.66,11.55,-24.51,0.0412911679489116,0,0.297215383655153,0.368442736536428,0.293050711859507
"165",1157,70157.67,70373.65,0,0.57,7.41,7.41,13,-23.65,0.041,0,0.226937831374383,0.543416789197143,0.189092406393944
"166",1162,70373.65,70589.63,0,0.57,7.96,7.96,13.96,-22.9,0.0448488052454875,0,0.257483611791821,0.282043349517446,0.414907168527075
"167",1167,70589.63,70805.62,0,0.62,8.13,8.13,13.11,-22.56,0.0609097216290968,0,0.43252877331529,0.152677577246774,0.353883927808839
"168",1172,70805.62,71021.6,0,0.51,6.4,6.4,12.55,-24.05,0.0395692204256919,0,0.392569220425692,0.282604637106047,0.285256922042569
"169",1177,71021.6,71237.58,0,0.58,7.87,7.87,13.57,-24.03,0.044,0.036605359806049,0.313764800567662,0.505507440525087,0.100122399101202
"170",1182,71237.58,71453.56,0,0.48,6.67,6.67,13.9,-24.04,0.0603909938439101,0,0.462324538293257,0.207899161448961,0.270182304361841
"171",1187,71453.56,71669.55,0,0.29,3.1,3.1,10.69,-26.09,0.0472011077020112,0.000737394907374291,0.390849312668492,0.291518524115195,0.269626624706257
"172",1192,71669.55,71885.53,0,NA,NA,NA,NA,-26.53,0.0593262898552633,0.0134742028947346,0.375325057980269,0.287718434763146,0.264156014506587
"173",1197,71885.53,72101.51,0,0.41,5.14,5.14,12.54,-26.64,0.0691448557994482,0,0.350118408702169,0.433321619899249,0.147415115599134
"174",1202,72101.51,72317.49,0,0.47,6.11,6.11,13,-26.5,0.099,0,0.616353759244535,0,0.285523171733235
"175",1207,72317.49,72533.48,0,0.42,5.29,5.29,12.6,-26.5,0.122,0.0633802854007999,0.577527254331269,0.237945491337461,0
"176",1212,72533.48,72749.46,0,0.25,2.73,2.73,10.92,-26.49,0.190497814160979,0.0233401337213998,0.41943136036231,0.00958612634986064,0.357561353507618
"177",1217,72749.46,72965.44,0,0.19,1.79,1.79,9.42,-26.3,0.136302390823022,0,0.343406001476065,0.364017809080118,0.155960624675663
"178",1222,72965.44,73181.43,0,0.19,2.15,2.15,11.32,-26.01,0.112215679962158,0,0.369309824121095,0,0.517517631909179
"179",1227,73181.43,73397.41,0,0.26,2.62,2.62,10.08,-25.44,0.132546634079466,0.0224663407946605,0.520759120145583,0.0471723394237145,0.277282248516842
"180",1232,73397.41,73613.39,0,0.28,3.04,3.04,10.86,-25.14,0.111431139172313,0.0821639543516366,0.489403206160043,0.165578819633769,0.151926159769272
"181",1237,73613.39,73829.37,0,0.3,3.2,3.2,10.67,-25.34,0.051,0,0.311694177665939,0.258670363386705,0.378635458947356
"182",1242,73829.37,74045.36,0,0.32,3.5,3.5,10.94,-25.61,0.0676688266636885,0.000515158523151158,0.356792177757924,0.265798889012977,0.309188151004891
